frame1 #0,1245561#0,9225573#3,363214#0,1642633#0,7307375#3,415939# 0,2978267#0,150588#3,23981#0,146748#0,5218359#3,216134#0,3296748#0,2177349#3,27616#0,09311396#0,5045373#3,239868#0,4252191#0,4191755#3,398047#-0,0677882#0,4526413#3,323907#0,2969695#0,6126935#3,346591#-0,01016872#0,6037068#3,443365#0,1539786#0,3909757#3,428739#0,1367618#0,3290207#3,386881#0,2010716#0,2609828#3,365255#0,06285945#0,2569388#3,393894#0,1674836#-0,2514692#3,126637#0,07388658#-0,2405871#3,552378#0,1869148#-0,5893643#3,071711#0,1150025#-0,4913854#3,222974#0,1508843#-0,6565852#3,038306#0,1086033#-0,5932068#3,17521#1  
frame39 #0,04769962#0,9426582#3,709609#0,1217177#0,7830909#3,684288# 0,2090733#0,293911#3,395886#-0,01387087#0,8236271#3,494351#0,2530568#0,3656016#3,429543#-0,055269#0,7782042#3,542842#0,3598708#0,5150174#3,546003#-0,1794634#0,6419355#3,701629#0,2230112#0,669035#3,565785#-0,002318325#0,6499845#3,7855#0,1499216#0,429345#3,698895#0,1236879#0,3594117#3,672757#0,1744639#0,3078947#3,619486#0,07299572#0,2798813#3,720179#0,01164144#-0,1951779#3,668364#0,1570934#-0,2245135#3,764055#0,158368#-0,5775447#3,626038#0,2038719#-0,5740148#3,645296#0,0640744#-0,6187206#3,62272#0,1165029#-0,5993264#3,597091#1  
frame40 #0,006334378#0,9367275#3,745394#0,1188757#0,7851222#3,691887# 0,2063343#0,313552#3,350804#-0,1208561#0,8125489#3,488735#0,2416635#0,3658166#3,37527#-0,1373489#0,77303#3,545425#0,3490544#0,5264375#3,549068#-0,1868272#0,6544732#3,728796#0,2188119#0,6688755#3,570987#-0,005160209#0,6520157#3,793099#0,1472686#0,4305483#3,700248#0,1213457#0,3611378#3,674211#0,1707464#0,3096781#3,621095#0,07186524#0,2812641#3,720191#0,03904282#-0,2459226#3,705265#0,1520383#-0,223965#3,770028#0,1555532#-0,5898066#3,641351#0,06094382#-0,5848966#3,638505#0,097619#-0,6308157#3,613229#-0,03418485#-0,6212418#3,655802#1  
frame41 #0,007294872#0,9367322#3,744241#0,1187345#0,7873346#3,700082# 0,2308882#0,3783061#3,274439#0,04216024#0,5706756#3,771309#0,234423#0,4332394#3,387789#-0,01590949#0,5910445#3,76817#0,3320348#0,5024382#3,542572#-0,1901187#0,6521515#3,77205#0,2185416#0,6678742#3,571994#-0,005301474#0,6542281#3,801294#0,1440335#0,4306064#3,70167#0,1168376#0,3619105#3,675268#0,162436#0,3118668#3,621757#0,06842174#0,2809324#3,719597#0,0465076#-0,2516007#3,717925#0,1485946#-0,2147497#3,776499#0,1587294#-0,5959421#3,663949#-0,04695819#-0,5708143#3,680195#0,09672916#-0,6331545#3,63196#-0,1056387#-0,6120986#3,625819#1  
frame42 #0,003789218#0,9332866#3,752419#0,1172162#0,7875831#3,701227# 0,2287976#0,457589#3,258235#-0,08697876#0,4959759#3,922657#0,2510517#0,4652179#3,322396#-0,1129501#0,5341074#3,882164#0,3161918#0,4875483#3,523502#-0,190864#0,6485018#3,773988#0,2081423#0,6622608#3,574351#-0,006819778#0,6544766#3,802438#0,1378351#0,4268311#3,701626#0,1089702#0,3574567#3,674972#0,1555742#0,3081054#3,624222#0,05872726#0,2801166#3,71461#0,1177689#-0,2523838#3,765748#0,001516937#-0,2066481#3,725421#0,197241#-0,596404#3,685091#-0,07242168#-0,5993214#3,679129#0,1368169#-0,6424397#3,67895#-0,1359595#-0,6416301#3,718321#1  
frame43 #0,001249016#0,9328023#3,753703#0,1141015#0,788276#3,700261# 0,2557402#0,552079#3,309194#-0,3222401#0,6310299#3,739438#0,2379596#0,5630568#3,317225#-0,2827487#0,6056665#3,785229#0,2897821#0,4727394#3,481773#-0,1308443#0,5985247#3,901454#0,1895756#0,6571501#3,576493#-0,009934409#0,6551695#3,801473#0,1329044#0,4277194#3,702459#0,1030818#0,3585209#3,677149#0,1501028#0,3069045#3,627026#0,04994059#0,2886176#3,718242#0,1179456#-0,2515943#3,767563#-0,001197341#-0,2260698#3,735045#0,1970393#-0,5960042#3,685377#-0,1025567#-0,5966944#3,69425#0,1654623#-0,6653962#3,682012#-0,1525974#-0,6491913#3,717992#1  
frame44 #-0,01564118#0,927992#3,759077#0,102367#0,7867767#3,699817# 0,2447808#0,609286#3,30977#-0,3963092#0,5479091#3,828189#0,2404114#0,5830929#3,327766#-0,3110496#0,5337846#3,861847#0,2808717#0,4736249#3,482365#-0,1368651#0,585113#3,899925#0,1654535#0,6616625#3,584154#-0,02166896#0,6536703#3,801029#0,1221245#0,434245#3,702833#0,09188334#0,3671917#3,678073#0,1350174#0,3114326#3,616895#0,04368588#0,2892945#3,725859#0,1173182#-0,2229766#3,78313#-0,1026371#-0,241586#3,711411#0,1998291#-0,5942829#3,692331#-0,1563132#-0,5867593#3,721855#0,1668821#-0,6613307#3,677433#-0,2417883#-0,634266#3,754397#1  
frame45 #-0,04149851#0,9043788#3,764473#0,06750433#0,7392584#3,699873# 0,2409135#0,7461354#3,268585#-0,3858219#0,503879#3,943357#0,2242154#0,6748447#3,325946#-0,3171278#0,5065644#3,94395#0,2630055#0,5228248#3,43362#-0,09737492#0,5661222#3,95957#0,1479131#0,6553916#3,583174#-0,05653159#0,606152#3,801085#0,08725135#0,3729606#3,705007#0,05860932#0,3026793#3,679379#0,1038547#0,2711563#3,650319#0,01130543#0,2331685#3,70062#0,1168632#-0,2218515#3,786834#-0,1050559#-0,2463674#3,711534#0,1998893#-0,5941542#3,692376#-0,2059926#-0,5916572#3,712642#0,1660751#-0,6609042#3,67767#-0,2727884#-0,6271832#3,722204#1  
frame46 #-0,04411288#0,9119191#3,771909#0,06409781#0,7397394#3,701607# 0,2179102#0,7901241#3,313619#-0,3622227#0,4337506#3,967115#0,2012069#0,7188112#3,370998#-0,2889718#0,4536032#3,967891#0,2509266#0,5425684#3,391066#-0,0692189#0,513161#3,983515#0,1281303#0,6599265#3,582815#-0,05993812#0,606633#3,802819#0,07452615#0,4133625#3,707382#0,04321142#0,3553784#3,683118#0,07958782#0,2829346#3,605277#0,001640953#0,2610025#3,745275#0,1105527#-0,2451593#3,795032#-0,1189746#-0,1816155#3,698862#0,2001619#-0,5942237#3,692387#-0,24193#-0,5535536#3,707967#0,1545149#-0,6531114#3,677204#-0,3261393#-0,6037258#3,739194#1  
frame47 #-0,06513604#0,9161514#3,779638#0,03294019#0,7371082#3,706825# 0,2017059#0,805902#3,299887#-0,1437519#0,282843#4,042046#0,1849868#0,7345216#3,35732#-0,1297568#0,3397236#4,024407#0,2076021#0,5548412#3,400368#-0,08777159#0,5103654#3,984791#0,07464573#0,6761204#3,597548#-0,09109572#0,6040018#3,808037#0,06070383#0,4005862#3,705698#0,02856852#0,3352681#3,681853#0,06669711#0,2792187#3,620116#-0,008194646#0,2569814#3,731476#0,107123#-0,2734123#3,810174#-0,1331366#-0,1842619#3,695168#0,200963#-0,5935886#3,69603#-0,2990162#-0,5630369#3,716932#0,1360963#-0,6343737#3,64946#-0,3865593#-0,6134792#3,737534#1  
frame48 #-0,09998354#0,9183997#3,792768#0,01143081#0,7333461#3,714904# 0,1482015#0,8309183#3,27319#-0,04248232#0,3244636#4,056014#0,131467#0,7594725#3,330677#-0,1319304#0,3295907#4,030285#0,162933#0,5803087#3,369703#-0,1142768#0,5054002#3,993282#0,0622918#0,6735812#3,603066#-0,1126051#0,6002396#3,816116#0,0401038#0,3772855#3,701717#0,01060177#0,3085969#3,674502#0,04924157#0,2643786#3,641876#-0,03076681#0,2536679#3,685608#0,1030971#-0,29098#3,812348#-0,153394#-0,1872888#3,697624#0,2081686#-0,5828339#3,701912#-0,3072073#-0,5723047#3,718641#0,1999105#-0,658236#3,695683#-0,3971675#-0,6223923#3,717546#1  
frame49 #-0,1243729#0,9567233#3,816175#-0,02818239#0,8125235#3,750044# 0,1184339#0,8226662#3,220987#-0,08497543#0,4050162#4,093558#0,1016691#0,7510906#3,278578#-0,1745861#0,4101527#4,067782#0,1294281#0,5723795#3,325319#-0,1526192#0,5846913#4,027442#0,02118291#0,6607587#3,557341#-0,1522183#0,6794171#3,851255#0,02361674#0,3798264#3,709924#-0,006214526#0,3002817#3,684301#0,03480699#0,2590433#3,675111#-0,04905652#0,2549413#3,686624#0,09966604#-0,2910701#3,819887#-0,209252#-0,205443#3,701391#0,2083956#-0,5825546#3,702307#-0,3801085#-0,5852231#3,705193#0,2011543#-0,6576831#3,694824#-0,4675662#-0,6297387#3,708704#1  
frame50 #-0,1395555#0,9105848#3,791976#-0,05663649#0,7431198#3,726567# 0,04343798#0,9111586#3,275994#-0,1134809#0,3355371#4,070086#0,02668091#0,8396162#3,333558#-0,20305#0,3406712#4,044323#0,0611775#0,659797#3,365059#-0,1810732#0,5152876#4,003961#-0,009644245#0,5959917#3,599808#-0,1806724#0,6100134#3,827779#-0,02049049#0,3558407#3,702307#-0,04746183#0,2818995#3,674301#-0,005166904#0,2522797#3,678973#-0,08734949#0,2272766#3,656489#0,09278792#-0,2807249#3,825136#-0,2329362#-0,2046735#3,686649#0,2048938#-0,5808164#3,701574#-0,4173505#-0,5795768#3,693773#0,1895798#-0,6541134#3,688653#-0,501529#-0,6352333#3,705107#1  
frame51 #-0,04705828#0,8497294#3,65625#-0,0518453#0,6131809#3,593494# -0,0497416#0,9472497#3,291657#-0,1087376#0,205528#3,937094#-0,06649144#0,8757381#3,349197#-0,1982679#0,2106599#3,911341#-0,03198055#0,6958443#3,380682#-0,1762821#0,3853487#3,870933#-0,007069829#0,5991801#3,614084#-0,1758812#0,4800745#3,694706#-0,03286158#0,3493235#3,692733#-0,04545984#0,2817268#3,673182#0,01206335#0,2424148#3,710859#-0,08688772#0,2216978#3,651533#0,08388612#-0,2729296#3,826369#-0,2904885#-0,2817448#3,691337#0,200215#-0,5849822#3,702096#-0,4830835#-0,5959934#3,669193#0,1892553#-0,6587895#3,687032#-0,5069187#-0,6456388#3,598572#1  
frame52 #-0,08302546#0,911571#3,658595#-0,05818849#0,6940725#3,713554# -0,05610346#1,02826#3,411684#-0,1150819#0,2863128#4,057176#-0,07285558#0,9567389#3,469231#-0,2046245#0,2914454#4,03142#-0,03832374#0,7767358#3,500732#-0,1826253#0,4662403#3,990983#-0,0112812#0,6827118#3,746059#-0,1822244#0,5609661#3,814765#-0,02763757#0,363457#3,706007#-0,04173695#0,3001371#3,674775#0,00241116#0,2552315#3,700708#-0,0765058#0,2348352#3,645608#0,07824218#-0,2720928#3,827203#-0,3007002#-0,2725968#3,686837#0,1925403#-0,5822937#3,697833#-0,4921429#-0,5920517#3,658982#0,1744482#-0,656388#3,696548#-0,5276012#-0,6332831#3,587591#1  
frame53 #-0,1304235#0,9244419#3,679217#-0,1032807#0,7580954#3,752367# -0,1390122#0,861711#3,487302#-0,1601886#0,3502472#4,095993#-0,1557637#0,7901924#3,544847#-0,2497278#0,3553796#4,070238#-0,1212143#0,6100982#3,576365#-0,2277175#0,5302632#4,029782#-0,05637345#0,7467347#3,784872#-0,2273167#0,624989#3,853579#-0,05166999#0,4134411#3,740897#-0,05997351#0,3485627#3,702696#-0,01417987#0,303693#3,723303#-0,09274231#0,2745599#3,66337#0,07539143#-0,2689838#3,829605#-0,352037#-0,2728425#3,676383#0,1925086#-0,582405#3,697684#-0,5214318#-0,5878463#3,642784#0,181864#-0,6580765#3,699033#-0,5565525#-0,6292742#3,571125#1  
frame54 #-0,1947559#0,9182462#3,700981#-0,1505664#0,7528834#3,761304# 0,1067264#0,4638883#3,719144#-0,2074572#0,3450174#4,104917#0,04427569#0,4921786#3,672158#-0,2970156#0,3501509#4,079156#-0,1430765#0,5770494#3,544518#-0,2750032#0,5250512#4,038703#-0,004166549#0,630286#3,726257#-0,2746024#0,619777#3,862516#-0,08715215#0,4052252#3,733803#-0,09571023#0,3409193#3,691862#-0,0259793#0,2912796#3,71189#-0,1527201#0,2600839#3,647414#0,07045494#-0,2697138#3,827169#-0,3708799#-0,2657242#3,669129#0,1899523#-0,5848125#3,694252#-0,5440178#-0,5738519#3,636413#0,1528795#-0,6256914#3,623738#-0,6222723#-0,6303009#3,649274#1  
frame55 #-0,2570313#0,9287788#3,727808#-0,1927505#0,7595515#3,794856# 0,0379615#0,4390585#3,594724#-0,2495776#0,3515451#4,138506#0,01628049#0,4978102#3,623801#-0,3392168#0,3566832#4,112722#-0,1671195#0,6115314#3,511823#-0,3171873#0,5317193#4,072237#-0,01353255#0,639666#3,732629#-0,3167865#0,6264451#3,896067#-0,1393144#0,425433#3,747617#-0,1506127#0,3671686#3,701326#-0,08077828#0,3022061#3,710838#-0,2049889#0,2881862#3,652615#0,06073424#-0,2642263#3,819139#-0,386738#-0,2608508#3,66047#0,1901975#-0,5801619#3,69181#-0,5539168#-0,5697374#3,623543#0,1508004#-0,6204031#3,622577#-0,6263657#-0,6295816#3,64355#1  
frame56 #-0,3192981#0,9570055#3,761517#-0,2403644#0,8491856#3,837423# -0,01084975#0,4193157#3,572654#-0,2971306#0,4409858#4,181142#-0,008158281#0,4872251#3,585201#-0,3868545#0,4461288#4,155334#-0,2058755#0,5947031#3,490088#-0,3648012#0,6213534#4,114796#-0,1023402#0,6802295#3,726892#-0,3644004#0,7160792#3,938634#-0,1746716#0,4675035#3,767199#-0,1905467#0,3988247#3,719208#-0,118798#0,3355881#3,731122#-0,2484864#0,3372264#3,670831#0,04329107#-0,2489427#3,800058#-0,4222961#-0,2581794#3,652983#0,1851968#-0,5806865#3,686135#-0,5695522#-0,5756375#3,609041#0,1783711#-0,655153#3,672161#-0,6201081#-0,6157273#3,547019#1  
frame57 #-0,3549267#0,9419852#3,794508#-0,2373371#0,8447593#3,844939# 0,1037559#0,3629866#3,649376#-0,2939152#0,4363197#4,188768#-0,0171133#0,4969094#3,58687#-0,3838558#0,4414752#4,162899#-0,2168797#0,6049427#3,495385#-0,3617739#0,6169272#4,122296#-0,1048858#0,676914#3,733327#-0,3613731#0,711653#3,946151#-0,1802169#0,4579206#3,768076#-0,2002318#0,3881553#3,718079#-0,1341925#0,3222035#3,727208#-0,2574829#0,3317767#3,670656#0,03907335#-0,2528746#3,782109#-0,4534627#-0,195456#3,658541#0,1672617#-0,5699194#3,686462#-0,5715117#-0,5699983#3,605625#0,1159076#-0,6098976#3,62496#-0,654464#-0,6147116#3,647139#1  
frame58 #-0,3698353#0,9213172#3,815104#-0,2401007#0,8155589#3,834895# 0,05353039#0,2556044#3,639368#-0,2968433#0,407116#4,178626#0,03937734#0,3115916#3,601326#-0,3866209#0,412262#4,152802#0,0579909#0,4950377#3,628332#-0,3645374#0,5877266#4,112216#-0,09786997#0,6201917#3,732576#-0,3641366#0,6824524#3,936107#-0,2108851#0,4128625#3,745997#-0,2323182#0,34668#3,69224#-0,1698418#0,2784439#3,692383#-0,2925296#0,2924571#3,65138#0,03658798#-0,2522415#3,778739#-0,4866629#-0,1908352#3,65767#0,1633936#-0,5676813#3,68768#-0,5965188#-0,5643943#3,615021#0,1167648#-0,6081179#3,623199#-0,6616175#-0,6231855#3,650457#1  
frame59 #-0,4116158#0,900665#3,815688#-0,2546172#0,8045342#3,829033# -0,03098902#0,259524#3,592746#-0,5994651#0,9462963#3,691069#-0,01019524#0,317653#3,597399#-0,6471801#0,8656636#3,690149#0,05218611#0,49204#3,624732#-0,5237008#0,6468315#3,700275#-0,09739843#0,6188747#3,733592#-0,3786532#0,6714277#3,930244#-0,2224786#0,4118325#3,744688#-0,2431461#0,3467656#3,689658#-0,1776504#0,2775302#3,687143#-0,3082776#0,2897312#3,650264#0,02844805#-0,2485058#3,762576#-0,4991625#-0,1949807#3,660054#0,1429434#-0,5518844#3,674138#-0,6075208#-0,5640067#3,607255#0,09871708#-0,5924248#3,608136#-0,6682999#-0,6230693#3,644072#1  
frame60 #-0,4249544#0,897644#3,816247#-0,283299#0,7970346#3,829437# -0,06576421#0,2660397#3,655929#-0,6972459#0,9277742#3,741906#-0,05029375#0,3228212#3,619132#-0,7084122#0,8370669#3,720326#0,03649043#0,4862209#3,611729#-0,5520861#0,6425714#3,69932#-0,1034854#0,6174389#3,731642#-0,4073349#0,6639282#3,930649#-0,2469494#0,4031513#3,743023#-0,2656044#0,3381453#3,686371#-0,1945969#0,2680533#3,678284#-0,3339061#0,2782033#3,650951#0,02187634#-0,2337648#3,748308#-0,5457474#-0,2265043#3,665024#0,1438792#-0,5541744#3,667295#-0,6165954#-0,5704448#3,606458#0,1013722#-0,5948163#3,600279#-0,6886705#-0,6254134#3,654387#1  
frame61 #-0,4316791#0,8942113#3,819258#-0,2862284#0,7954484#3,832686# -0,07322429#0,2014137#3,684277#-0,7492641#0,8948004#3,759763#-0,06456202#0,264647#3,660588#-0,7435665#0,803009#3,739583#-0,03857522#0,4543472#3,602935#-0,5759916#0,6165865#3,722643#-0,1189875#0,6167767#3,728077#-0,4102643#0,662342#3,933898#-0,2551764#0,3988204#3,742712#-0,2775862#0,3335291#3,685246#-0,2134876#0,2653483#3,672933#-0,3415652#0,2753802#3,651979#0,023231#-0,2413581#3,741398#-0,5532396#-0,2258049#3,665056#0,1461228#-0,5604732#3,659981#-0,6265382#-0,5696614#3,608724#0,129936#-0,6275077#3,627836#-0,6838447#-0,6222237#3,635369#1  
frame62 #-0,4507602#0,8583148#3,815046#-0,3081796#0,7170309#3,816449# -0,08784817#0,17746#3,713305#-0,8165687#0,8264344#3,76709#-0,07625785#0,2317443#3,684656#-0,7849483#0,7659329#3,753875#-0,0414869#0,3945973#3,612128#-0,619566#0,5795352#3,720551#-0,1248835#0,6168187#3,727595#-0,4322155#0,5839245#3,917661#-0,2650516#0,3708781#3,730663#-0,283823#0,3176507#3,675861#-0,2171666#0,2548845#3,661062#-0,3467295#0,2527123#3,64291#0,0245107#-0,2451563#3,733569#-0,5648695#-0,2263032#3,666317#0,14375#-0,5536215#3,653152#-0,6343936#-0,569302#3,608006#0,09852633#-0,5947139#3,587418#-0,6847921#-0,6227201#3,635952#1  
frame63 #-0,456085#0,8525138#3,801648#-0,3151709#0,7260787#3,794019# -0,1196772#0,188963#3,677408#-0,8955536#0,7610407#3,76597#-0,101133#0,2452499#3,657398#-0,8644328#0,6764464#3,738775#-0,04550041#0,4141107#3,610803#-0,6978032#0,5554869#3,695598#-0,1296763#0,611807#3,725659#-0,4531391#0,5792776#3,675734#-0,2972921#0,3511405#3,72329#-0,2883035#0,2892375#3,659277#-0,2123469#0,2226653#3,6475#-0,3577319#0,2143406#3,623505#0,02484167#-0,2449738#3,726755#-0,5812405#-0,2271101#3,66818#0,1440376#-0,5538021#3,652419#-0,6354315#-0,5639312#3,607504#0,1546599#-0,596696#3,574064#-0,6855343#-0,6217269#3,632248#1  
frame64 #-0,4676498#0,8492454#3,801661#-0,3168406#0,7262977#3,795534# -0,08643751#0,1684546#3,716317#-0,9240809#0,7259824#3,760319#-0,0816162#0,242978#3,688318#-0,8830652#0,6631939#3,817301#-0,06715227#0,4665483#3,617766#-0,6988313#0,5510396#3,696367#-0,2199679#0,6257076#3,722968#-0,4640776#0,5787096#3,680288#-0,2979817#0,3466353#3,723114#-0,2889073#0,2858205#3,658874#-0,2180471#0,2243365#3,648172#-0,3539603#0,2138834#3,624435#0,02354162#-0,2455726#3,71663#-0,5827345#-0,1792631#3,671082#0,1452953#-0,557454#3,651222#-0,6371255#-0,5484439#3,608915#0,1549431#-0,600305#3,572986#-0,6828016#-0,6172312#3,624078#1  
frame65 #-0,4685307#0,8482888#3,799695#-0,3206411#0,7272853#3,79556# -0,1032937#0,2092949#3,72699#-0,9634033#0,6297208#3,762876#-0,0942288#0,273357#3,696337#-0,8930672#0,5702762#3,743316#-0,06703423#0,4655434#3,617848#-0,6980305#0,5207524#3,702955#-0,2141488#0,6186424#3,717713#-0,4653083#0,5760183#3,681476#-0,2991565#0,3392731#3,719906#-0,2902879#0,2776895#3,655014#-0,2242437#0,218314#3,645352#-0,3506035#0,2123457#3,622832#0,02131175#-0,2474781#3,714468#-0,6092119#-0,2266979#3,671683#0,1443332#-0,5564035#3,647377#-0,6448387#-0,5547286#3,610521#0,1520898#-0,5992168#3,569209#-0,6876434#-0,6180329#3,629307#1  
frame66 #-0,4707125#0,8457503#3,796369#-0,3217909#0,7272121#3,795391# -0,1011476#0,2169406#3,701158#-0,9608787#0,5480255#3,777007#-0,09243964#0,2792973#3,67756#-0,8889648#0,5022563#3,737032#-0,06631576#0,4663674#3,620259#-0,700491#0,4956689#3,708577#-0,2046005#0,6136909#3,7133#-0,4646786#0,571266#3,679497#-0,2987819#0,3375227#3,719763#-0,2901683#0,2762204#3,654637#-0,2244093#0,2165747#3,645625#-0,3494751#0,21197#3,622073#0,01957952#-0,2463136#3,712497#-0,6091878#-0,2251413#3,672911#0,1443375#-0,5564699#3,64706#-0,646207#-0,5544246#3,614189#0,1511347#-0,5993672#3,568637#-0,6394098#-0,5973219#3,535767#1  
frame67 #-0,4778995#0,8466306#3,794297#-0,3285071#0,7286034#3,79671# -0,09990083#0,2133158#3,702265#-1,006618#0,4829596#3,777077#-0,09114978#0,2768381#3,678399#-0,9159216#0,4607651#3,764737#-0,06489661#0,4674048#3,620312#-0,6977826#0,4892078#3,712787#-0,2047828#0,6135514#3,71336#-0,4641895#0,5702844#3,677976#-0,3019066#0,3332932#3,716915#-0,2926905#0,2716326#3,650773#-0,226371#0,2129041#3,642951#-0,3504776#0,2114782#3,619132#0,01956617#-0,2473012#3,711689#-0,6090386#-0,2245712#3,673387#0,1449679#-0,5576702#3,646262#-0,6549917#-0,5691835#3,609094#0,1520995#-0,6008841#3,567843#-0,6478601#-0,6123973#3,530675#1  
frame68 #-0,4778087#0,8465841#3,794241#-0,327363#0,7284632#3,795328# -0,07143008#0,2145523#3,633351#-1,020607#0,439583#3,78328#-0,06893173#0,2769774#3,626475#-0,9304833#0,4184407#3,765615#-0,06143667#0,4642525#3,619381#-0,6892338#0,4743519#3,717899#-0,2053184#0,6143273#3,712948#-0,4608766#0,5625383#3,672667#-0,3002219#0,3299868#3,715365#-0,2904207#0,2680695#3,649186#-0,2261967#0,2108698#3,641856#-0,345549#0,2090288#3,617942#0,01959672#-0,2472798#3,711761#-0,6085142#-0,223857#3,673354#0,140075#-0,5514102#3,644044#-0,6537154#-0,5614898#3,613945#0,1479093#-0,5944606#3,565841#-0,6918265#-0,6253356#3,630676#1  
frame69 #-0,4710959#0,8454344#3,790462#-0,3231438#0,7313819#3,795578# -0,08670801#0,1930653#3,696256#-0,9747193#0,3921734#3,760278#-0,07848296#0,2608777#3,671499#-0,9052997#0,3861071#3,75756#-0,05380779#0,4643149#3,610786#-0,668218#0,4552254#3,705118#-0,2046285#0,6135018#3,712139#-0,4453009#0,5605525#3,66424#-0,3004122#0,3287151#3,714787#-0,2891587#0,2663488#3,648299#-0,2268584#0,2104907#3,641851#-0,3410161#0,2083454#3,616134#0,02096554#-0,2473392#3,712873#-0,6038777#-0,2234991#3,672706#0,141787#-0,5538907#3,645035#-0,6425536#-0,5387859#3,622571#0,1524809#-0,5968285#3,567191#-0,6318597#-0,5817237#3,544728#1  
frame70 #-0,470971#0,8463588#3,789652#-0,3221784#0,7335951#3,794518# -0,08580836#0,1904503#3,700044#-0,9696988#0,385302#3,764704#-0,07824489#0,2588164#3,675121#-0,9011453#0,3746683#3,757214#-0,0555545#0,4639148#3,613925#-0,6609679#0,4430623#3,713154#-0,1963909#0,6104765#3,708817#-0,4458091#0,5594441#3,663338#-0,2994084#0,3288058#3,715242#-0,2885348#0,2662005#3,648523#-0,2250064#0,2102206#3,642883#-0,3409938#0,207637#3,615959#0,02151624#-0,2464569#3,714016#-0,6017129#-0,2226414#3,672878#0,1421748#-0,5536087#3,645024#-0,6411869#-0,5400543#3,620245#0,1520317#-0,5963643#3,567096#-0,63133#-0,5828099#3,542317#1  
frame71 #-0,4580545#0,8461238#3,791811#-0,3073211#0,7298363#3,786288# -0,08863717#0,195506#3,713764#-0,9707195#0,3636412#3,759228#-0,07723041#0,2500492#3,683508#-0,9010674#0,3627743#3,75431#-0,04301013#0,4136786#3,606339#-0,6616856#0,4388767#3,711885#-0,1935503#0,6089532#3,706784#-0,4451167#0,553851#3,660395#-0,293886#0,3250129#3,711818#-0,2844962#0,2622228#3,645575#-0,2224176#0,2064342#3,640996#-0,3379329#0,2027502#3,612012#0,02410714#-0,2460558#3,716519#-0,5991235#-0,2245275#3,672476#0,1435443#-0,5536984#3,645708#-0,6416822#-0,5402161#3,620509#0,1534203#-0,5961142#3,567449#-0,6318062#-0,582632#3,54225#1  
frame72 #-0,4088319#0,8305223#3,803446#-0,2870066#0,6932371#3,799882# -0,08646405#0,1822782#3,709004#-0,9615796#0,3596087#3,747286#-0,07373308#0,2594362#3,677276#-0,8926807#0,3520708#3,756228#-0,03554017#0,4909103#3,595695#-0,6550587#0,4294751#3,706176#-0,1920987#0,6086242#3,705713#-0,4392182#0,5481709#3,656515#-0,280316#0,3142918#3,712145#-0,272669#0,2569406#3,645248#-0,2133873#0,2023019#3,63952#-0,3261834#0,1996861#3,610884#0,02665076#-0,241527#3,719099#-0,5967203#-0,2253152#3,672013#0,1435497#-0,5532942#3,643987#-0,6389227#-0,5442511#3,617351#0,1528564#-0,597535#3,566584#-0,629616#-0,5884919#3,539948#1  
frame73 #-0,4173796#0,8412103#3,800572#-0,28943#0,7177315#3,77492# -0,06911115#0,1861965#3,707735#-0,9559463#0,3586668#3,742191#-0,06070121#0,2622126#3,677267#-0,887234#0,3504771#3,752269#-0,03547142#0,4902611#3,599489#-0,6479063#0,4264724#3,705207#-0,183713#0,6130319#3,705319#-0,4350376#0,5530055#3,658386#-0,2790553#0,3192427#3,711535#-0,2709959#0,2583603#3,644545#-0,2128142#0,2025764#3,6394#-0,3233022#0,2014192#3,610648#0,03024339#-0,2097004#3,719617#-0,5889819#-0,2272713#3,666629#0,1426355#-0,5510948#3,644001#-0,6389184#-0,5444053#3,617432#0,1525262#-0,5931919#3,565262#-0,6290277#-0,5865024#3,538694#1  
frame74 #-0,4249382#0,8426793#3,775978#-0,2880985#0,7193183#3,774262# -0,06613363#0,1933851#3,701004#-0,994663#0,3445032#3,761844#-0,05765693#0,266883#3,671852#-0,8853741#0,34174#3,751209#-0,03222683#0,4873768#3,598039#-0,6478642#0,424281#3,703809#-0,1834477#0,6115202#3,702466#-0,432593#0,545153#3,65314#-0,2768084#0,3187075#3,710415#-0,268201#0,2569652#3,643667#-0,2105351#0,2029241#3,639095#-0,3194044#0,1965155#3,610194#0,0320076#-0,2005626#3,720429#-0,5723346#-0,211195#3,658267#0,1427087#-0,5505154#3,643807#-0,6384224#-0,5462652#3,614714#0,1528313#-0,592601#3,56504#-0,6979531#-0,6257292#3,64343#1  
frame75 #-0,42278#0,8430517#3,76525#-0,2844961#0,7219355#3,767764# -0,06549247#0,2070561#3,710924#-0,9944449#0,3460927#3,760959#-0,04931195#0,2561575#3,673132#-0,8745027#0,3506802#3,745205#-0,0007703991#0,4034616#3,573418#-0,6357186#0,4349768#3,700248#-0,1170395#0,6080302#3,705645#-0,4200559#0,5583238#3,650679#-0,273632#0,3237966#3,7076#-0,2643029#0,2616335#3,642104#-0,2028118#0,2036593#3,63677#-0,3189401#0,1978759#3,609689#0,04423923#-0,2268651#3,723249#-0,5721925#-0,216192#3,656521#0,1449135#-0,5502948#3,64589#-0,640486#-0,5660224#3,602471#0,1564279#-0,5920874#3,567292#-0,7012675#-0,6313218#3,634097#1  
