frame1 #0,1242106#0,9048679#3,467089#0,1437316#0,7331683#3,508313# 0,2983154#0,1899143#3,366228#0,1167095#0,5235344#3,293282#0,326405#0,2747288#3,402731#0,0696064#0,5045316#3,328149#0,3982995#0,4216909#3,501589#-0,07170286#0,4475229#3,445625#0,271524#0,6051812#3,436894#-0,03766307#0,6129216#3,567188#0,1371751#0,3944038#3,519964#0,1160231#0,3331532#3,477973#0,1805367#0,2584557#3,446267#0,0414025#0,2619388#3,493917#0,1458116#-0,2499546#3,211391#0,05129781#-0,2230896#3,624293#0,1737084#-0,6449145#3,136065#0,1500891#-0,5472187#3,178628#0,1229357#-0,6518686#3,064422#0,1137036#-0,5951349#3,094253#1  
frame39 #-0,03779105#0,9294786#3,811092#0,07705629#0,791046#3,786044# 0,1618083#0,2349334#3,501817#-0,2024181#0,6844714#3,888988#0,1888108#0,2950591#3,512361#-0,1881091#0,6806093#3,902584#0,31888#0,4975473#3,568708#-0,0492033#0,6692765#4,030526#0,1724396#0,646401#3,632877#-0,07661261#0,6891553#3,878111#0,1266101#0,4580051#3,758948#0,09799202#0,398223#3,717459#0,1558261#0,309374#3,618947#0,05502639#0,282923#3,782963#-0,01304278#-0,2345111#3,58775#0,1232525#-0,2195367#3,796343#0,177654#-0,5503431#3,521487#0,1071317#-0,5586864#3,546391#0,103092#-0,6087843#3,522081#0,1331917#-0,6400816#3,54136#1  
frame40 #-0,02167278#0,9368199#3,881063#0,08010501#0,7969728#3,790054# 0,1594679#0,2265999#3,500029#-0,207689#0,6915826#3,882159#0,1821568#0,2871124#3,514466#-0,1741018#0,6904685#3,893116#0,3150011#0,4856092#3,58035#-0,09304187#0,6526225#4,063106#0,1700461#0,6507227#3,642962#-0,0735639#0,6950819#3,882121#0,1265597#0,4645789#3,765849#0,09725978#0,4046158#3,724076#0,1508549#0,3154777#3,621369#0,05508925#0,2854134#3,789044#-0,02354119#-0,2316056#3,63954#0,1218115#-0,2215301#3,80093#0,154487#-0,5500654#3,566294#0,1062075#-0,5583814#3,548377#0,0956697#-0,6116569#3,565241#0,06998488#-0,6258914#3,585584#1  
frame41 #-0,007181086#0,9080666#3,8702#0,08894759#0,6883546#3,779237# 0,1646323#0,246393#3,50397#-0,2554465#0,7220919#3,88133#0,1884802#0,3053258#3,52146#-0,2704562#0,7031841#3,911958#0,3194961#0,5028963#3,594215#-0,1091022#0,6962942#4,005915#0,1719016#0,6529707#3,649611#-0,06472132#0,5864639#3,871304#0,1258737#0,3470912#3,742884#0,0938822#0,2874785#3,699312#0,1453003#0,2477643#3,664293#0,04387263#0,2127682#3,707856#-0,03931963#-0,2248307#3,69311#0,1194392#-0,2164055#3,818415#0,1257661#-0,5561467#3,627646#0,05053133#-0,5934784#3,630381#0,07317476#-0,618595#3,603322#0,06241311#-0,6760467#3,647661#1  
frame42 #-0,02188375#0,9083728#3,863904#0,08815619#0,7273999#3,792995# 0,1624541#0,2776204#3,494204#-0,2879338#0,7097476#3,932328#0,2038155#0,3560944#3,505369#-0,2145788#0,6894363#3,979233#0,3172932#0,5040867#3,596845#-0,03707852#0,7113153#4,016037#0,1725722#0,654686#3,655527#-0,06551272#0,6255092#3,885062#0,1182146#0,444428#3,770564#0,08505866#0,3965253#3,729504#0,131982#0,3100395#3,629097#0,03631818#0,2815456#3,783155#-0,03746894#-0,213954#3,731262#0,1122945#-0,2147746#3,82394#0,1056271#-0,5605426#3,656245#0,150679#-0,5366364#3,728072#0,09466548#-0,6448997#3,661593#0,1709149#-0,5949905#3,669333#1  
frame43 #-0,02218908#0,9029994#3,863563#0,08707374#0,7252665#3,794914# 0,1552192#0,3161838#3,424383#-0,3380921#0,7247695#3,934595#0,2022256#0,3572038#3,481442#-0,2736893#0,6883181#3,97179#0,3082625#0,5006175#3,600863#-0,03826466#0,7078573#4,018332#0,170702#0,6518353#3,660356#-0,06659517#0,6233758#3,886981#0,1194306#0,3512504#3,750564#0,08756945#0,2870933#3,704027#0,1427681#0,2535004#3,681242#0,03328858#0,2164315#3,700371#-0,02773073#-0,2176772#3,757306#0,1124127#-0,2144551#3,830707#0,09020595#-0,5575396#3,715479#0,1184986#-0,5451936#3,725316#0,02556325#-0,6026047#3,653409#0,05385589#-0,5902587#3,663246#1  
frame44 #-0,01961931#0,9014397#3,872883#0,08328881#0,713043#3,79433# 0,1578331#0,3460214#3,403034#-0,299304#0,6752872#3,978947#0,1977002#0,3885837#3,453589#-0,2157768#0,6483408#3,99729#0,3020298#0,4969205#3,604007#-0,04200502#0,6939157#4,018287#0,1678443#0,6516504#3,66265#-0,0703801#0,6111523#3,886397#0,1162497#0,3487256#3,751895#0,08386767#0,2849558#3,706051#0,1369868#0,2509582#3,68416#0,03005577#0,213935#3,702743#-0,009503561#-0,2321932#3,794935#0,1070876#-0,2146064#3,850185#0,09176534#-0,5593648#3,738207#0,103277#-0,5468667#3,749662#0,02764614#-0,6041699#3,676369#0,04392978#-0,5987239#3,718481#1  
frame45 #-0,01633783#0,8890711#3,87055#0,07538434#0,6655037#3,783908# 0,1583048#0,4228894#3,364246#-0,2965683#0,5890261#4,000167#0,1876859#0,4418788#3,417546#-0,2174461#0,6309455#3,991015#0,2815931#0,5025724#3,600758#-0,03965638#0,6557502#4,002646#0,1638196#0,6485775#3,663039#-0,07828457#0,5636129#3,875975#0,09621105#0,327544#3,763824#0,06039209#0,2659933#3,722865#0,1088769#0,2317616#3,68171#0,002315521#0,1747577#3,750087#-0,1136265#-0,2147747#3,773977#0,1093311#-0,2452428#3,860024#0,08601512#-0,5625754#3,755067#0,1412688#-0,5697123#3,780879#0,02263802#-0,6075071#3,692437#0,02717553#-0,5792511#3,773053#1  
frame46 #-0,0247716#0,8932982#3,875922#0,07095999#0,6709986#3,786756# 0,1366785#0,3687959#3,331575#-0,2942325#0,5850461#3,996916#0,1539336#0,3515008#3,408749#-0,212168#0,6202455#3,984035#0,2492045#0,4514552#3,56637#-0,03603504#0,6532609#4,004966#0,1452115#0,6440858#3,665248#-0,08270891#0,5691079#3,878823#0,0938244#0,3291564#3,765265#0,05767168#0,2675266#3,724986#0,105186#0,2317512#3,68022#0,001887644#0,1778792#3,753768#-0,179014#-0,2134356#3,763087#0,1076858#-0,2424324#3,861787#0,01681643#-0,5633643#3,755334#0,1556559#-0,5580361#3,787494#-0,04828831#-0,6082683#3,694393#0,04260658#-0,5722846#3,801656#1  
frame47 #-0,02836192#0,8912541#3,881189#0,06606557#0,6677451#3,790982# 0,1207985#0,3700791#3,319455#-0,2934915#0,572775#3,996926#0,1380537#0,352784#3,396629#-0,2101678#0,6052641#3,983704#0,2333246#0,4527384#3,554256#-0,03527747#0,6415343#4,011621#0,1172383#0,6400093#3,667318#-0,08760334#0,5658543#3,883049#0,1053311#0,3167721#3,760614#0,07426597#0,2499953#3,718908#0,1195958#0,2220127#3,683739#0,03658005#0,1712907#3,725857#-0,1824772#-0,2141571#3,767593#0,09956518#-0,2418074#3,8788#-0,2289159#-0,5751392#3,792225#0,150187#-0,5699764#3,789566#-0,2971002#-0,6202521#3,734765#0,03700213#-0,5817088#3,805627#1  
frame48 #-0,04661849#0,9553717#3,91337#0,04571267#0,7908448#3,831813# 0,06943978#0,3893974#3,298057#-0,3033602#0,6894588#4,031138#0,08669494#0,3721024#3,375232#-0,2198858#0,7219898#4,017718#0,1819658#0,4720568#3,532873#-0,04615007#0,7595747#4,050918#0,07923529#0,6243376#3,662952#-0,1079562#0,6889541#3,92388#0,09729317#0,3794568#3,774932#0,06273331#0,3033392#3,732984#0,1112126#0,2526383#3,682849#0,0200442#0,2415272#3,759372#-0,1254523#-0,1661798#3,7661#0,09187339#-0,2236963#3,873627#-0,2808671#-0,5726721#3,824138#0,1536891#-0,5735523#3,788654#-0,3539588#-0,6176948#3,77272#0,03917621#-0,5795344#3,798321#1  
frame49 #-0,05471#0,9520916#3,912402#0,03583153#0,7905522#3,831404# 0,04493642#0,4311039#3,273134#-0,313603#0,6890452#4,03068#0,06219158#0,4138088#3,350308#-0,2299673#0,7216389#4,017234#0,1783596#0,4952234#3,485967#-0,05587858#0,7594565#4,050876#0,07293397#0,5887564#3,622188#-0,1178374#0,6886615#3,92347#0,07838781#0,3863558#3,777472#0,03978653#0,3128338#3,738758#0,09661911#0,2592087#3,701885#-0,02776843#0,267612#3,749791#-0,1482081#-0,1835756#3,77458#0,03522372#-0,2471109#3,875407#-0,3447158#-0,5750344#3,819266#0,1586217#-0,5784389#3,792484#-0,4204712#-0,6198163#3,771312#0,04344022#-0,5789396#3,796495#1  
frame50 #-0,06034695#0,8824281#3,899451#-0,00428684#0,684304#3,822128# -0,01274599#0,4322795#3,266268#-0,3371282#0,5863874#4,023393#-0,005276948#0,4105483#3,334522#-0,270264#0,6153384#4,007891#0,1206782#0,4676449#3,462238#-0,09586034#0,6533644#4,041929#0,06259897#0,5990821#3,595525#-0,1579558#0,5824133#3,914195#0,03651209#0,3249845#3,775166#-0,001574283#0,2601152#3,737282#0,04903517#0,2155041#3,716123#-0,05156482#0,2079407#3,736142#-0,1570388#-0,1806645#3,753835#0,02975749#-0,2393899#3,882087#-0,3868689#-0,5478095#3,827943#0,1645371#-0,5700231#3,788427#-0,4626453#-0,5925476#3,779718#0,04969788#-0,5751768#3,798524#1  
frame51 #-0,0713787#0,8756489#3,899868#-0,02335337#0,6668619#3,822067# -0,06154445#0,4506246#3,241024#-0,3561947#0,5689453#4,023318#-0,07107246#0,4172246#3,298113#-0,2894964#0,5978473#4,007763#0,0587838#0,4953085#3,408388#-0,1147992#0,6360681#4,042173#0,04072295#0,5832157#3,589869#-0,1770223#0,5649711#3,914134#0,02936928#0,3213411#3,776938#-0,007633401#0,2567205#3,739636#0,03813213#0,2076208#3,723504#-0,05341836#0,2074254#3,73611#-0,1599537#-0,1916346#3,760987#0,02083876#-0,2304966#3,885988#-0,3282292#-0,490344#3,779639#0,1668672#-0,5684041#3,789081#-0,4045064#-0,5355448#3,732411#0,05176138#-0,5732939#3,797631#1  
frame52 #-0,08516334#0,8725988#3,805862#0,005317995#0,7355624#3,686004# -0,02541797#0,5261452#3,104964#-0,3275233#0,6376458#3,887226#-0,03349767#0,4942251#3,165193#-0,2609804#0,6665019#3,871622#0,1017442#0,572296#3,268556#-0,08600776#0,7049059#3,906387#0,06928898#0,6532528#3,451876#-0,1483509#0,6336717#3,778071#0,02188181#0,3584619#3,738221#-0,01780208#0,2760009#3,725909#0,02977658#0,226093#3,723896#-0,06842671#0,2250397#3,725802#-0,161656#-0,1762316#3,756055#0,0154234#-0,2407382#3,895088#-0,356268#-0,4759137#3,778996#0,1655322#-0,56607#3,791802#-0,43147#-0,5233111#3,731983#0,05000578#-0,5698532#3,795333#1  
frame53 #-0,1093047#0,8827939#3,79389#-0,04581552#0,7104765#3,746673# -0,07655148#0,5010592#3,165617#-0,3786568#0,6125599#3,947879#-0,08508103#0,468926#3,225629#-0,3122738#0,6413683#3,932223#0,05067527#0,5470489#3,3289#-0,1370171#0,6799618#3,967351#0,01815547#0,6281669#3,512545#-0,1994844#0,6085858#3,83874#0,002792999#0,3618323#3,759949#-0,03396636#0,2879862#3,737216#0,009463198#0,2467277#3,752542#-0,07780164#0,2284821#3,725516#0,02044038#-0,1803256#3,870278#0,009616544#-0,2415245#3,898969#-0,1780293#-0,461721#3,889328#0,1642107#-0,5650755#3,792213#-0,2532574#-0,5092682#3,842271#0,04855282#-0,5688437#3,795636#1  
frame54 #-0,1858027#0,936235#3,839209#-0,09480549#0,776008#3,795784# -0,1255414#0,5665907#3,214658#-0,4276468#0,6780914#3,99692#-0,1345158#0,5342482#3,274458#-0,3614208#0,7068526#3,981212#0,001749091#0,6124213#3,377654#-0,1858846#0,7456333#4,016718#-0,0308345#0,6936983#3,561656#-0,2484744#0,6741173#3,887851#-0,03921554#0,4105684#3,787207#-0,07509664#0,3390332#3,757389#-0,02891473#0,2878999#3,770165#-0,1163627#0,2811737#3,731809#0,01770105#-0,1497737#3,861913#-0,01979298#-0,2271539#3,895068#0,02975083#-0,5422697#3,868941#0,163485#-0,5650463#3,792593#0,1221061#-0,5837106#3,812503#0,04764824#-0,5687774#3,792653#1  
frame55 #-0,238162#0,9481356#3,890005#-0,1390803#0,7920538#3,849347# -0,1698163#0,5826365#3,26818#-0,5251821#0,54063#3,463765#-0,1795024#0,549962#3,327646#-0,4290872#0,5789171#3,467823#-0,04242397#0,6282131#3,430694#-0,2918865#0,6416737#3,674937#-0,07510934#0,7097441#3,615219#-0,2927492#0,690163#3,941413#-0,06358403#0,4256195#3,811888#-0,09407358#0,3523292#3,775279#-0,03945408#0,3022496#3,783073#-0,1393848#0,2945469#3,747936#0,002833266#-0,1468087#3,866729#-0,01844143#-0,2253073#3,896184#0,05825145#-0,4976933#3,817324#0,1624026#-0,5649034#3,792375#0,1340847#-0,5816325#3,792162#0,08905541#-0,6081136#3,782897#1  
frame56 #-0,3047603#0,9225696#3,895053#-0,1922585#0,7758525#3,843697# -0,2229945#0,5664352#3,26255#-0,5761388#0,5583445#3,525327#-0,2329946#0,5336155#3,321871#-0,4924214#0,5909701#3,511869#-0,09555737#0,6119001#3,424839#-0,3434952#0,6379008#3,6668#-0,1282876#0,6935428#3,609569#-0,3459274#0,6739618#3,935763#-0,1119297#0,4447498#3,815229#-0,1428403#0,3786236#3,781361#-0,08490151#0,328075#3,79052#-0,187771#0,3246119#3,752388#-0,02503334#-0,1468297#3,86728#-0,01941684#-0,2288008#3,89935#0,04478657#-0,4989051#3,815796#0,160556#-0,5646558#3,791183#0,1256346#-0,5784248#3,792332#0,1760411#-0,6199421#3,727701#1  
frame57 #-0,3417662#0,9168813#3,932794#-0,225132#0,7792872#3,849921# -0,255868#0,5698699#3,268754#-0,6832831#0,5631068#3,540164#-0,2662088#0,5368933#3,327919#-0,5995657#0,5957324#3,526706#-0,1283823#0,6152137#3,430814#-0,4237771#0,641917#3,676725#-0,161161#0,6969775#3,615793#-0,3788009#0,6773964#3,941988#-0,1443889#0,4472958#3,817078#-0,1752921#0,3813564#3,782371#-0,1256494#0,3254905#3,801299#-0,2134016#0,3187334#3,741503#-0,03457783#-0,1503769#3,862954#-0,05305339#-0,2373805#3,898482#0,03227205#-0,5035719#3,809958#0,1513393#-0,5609618#3,789835#0,1188139#-0,5778295#3,790045#0,1798406#-0,6172998#3,73209#1  
frame58 #-0,3764869#0,9142326#3,957949#-0,2639766#0,7750168#3,868471# -0,2947126#0,5655995#3,287312#-0,7210428#0,5512159#3,594094#-0,3051944#0,5325583#3,346412#-0,6373254#0,5838414#3,580635#-0,1672069#0,6108933#3,449271#-0,4661293#0,6289536#3,69726#-0,2000057#0,6927071#3,634343#-0,4176455#0,6731261#3,960538#-0,1747898#0,4373498#3,822298#-0,204516#0,3704131#3,785364#-0,1387798#0,3195153#3,805516#-0,2583202#0,2983835#3,734327#-0,04345366#-0,1549813#3,863511#-0,1156765#-0,2624338#3,894779#0,02346217#-0,5081531#3,810481#0,1445741#-0,5411729#3,803555#0,114167#-0,5582597#3,757823#0,1624866#-0,5922682#3,736732#1  
frame59 #-0,4126096#0,9022129#3,96888#-0,2918655#0,7741625#3,868554# -0,3226014#0,5647452#3,287362#-0,7768856#0,5642194#3,629995#-0,3330438#0,5317221#3,346481#-0,6931682#0,596845#3,616536#-0,1951013#0,6100531#3,449359#-0,519774#0,6346385#3,702951#-0,2278945#0,6918528#3,634426#-0,4455343#0,6722717#3,960621#-0,2009799#0,423294#3,818608#-0,2302891#0,3534119#3,780467#-0,1747098#0,3035724#3,798892#-0,2689286#0,2872021#3,732963#-0,0590468#-0,147378#3,856999#-0,4895562#-0,150267#3,77326#0,05002113#-0,4805627#3,821944#-0,1019268#-0,3617855#3,768537#0,1224284#-0,5458584#3,758104#-0,1777505#-0,4094881#3,721154#1  
frame60 #-0,3675391#0,873625#4,003661#-0,2607518#0,7475685#3,877497# -0,0007918328#0,3887379#3,611649#-0,8447765#0,5217656#3,650325#-0,01939885#0,4522928#3,596391#-0,7610592#0,5543911#3,636867#-0,1639657#0,5834044#3,45818#-0,5495498#0,600808#3,742447#-0,1967809#0,6652588#3,643369#-0,4144208#0,6456778#3,969564#-0,2068441#0,4075459#3,81716#-0,2419317#0,3417276#3,777824#-0,1929718#0,2877001#3,79248#-0,2894411#0,2740646#3,730324#-0,06012784#-0,1458585#3,855571#-0,502544#-0,1558824#3,775098#0,1025562#-0,4932604#3,789476#-0,1361682#-0,4013996#3,779326#0,1354593#-0,5584662#3,74371#-0,2135361#-0,4467034#3,731955#1  
frame61 #-0,3748775#0,8608941#4,018976#-0,2666613#0,7441491#3,881507# -0,01172016#0,2207772#3,844919#-0,8948931#0,5337365#3,716309#-0,02142893#0,2832#3,792092#-0,8111758#0,5663621#3,702851#-0,05055523#0,4704683#3,646585#-0,5965682#0,6057717#3,778863#-0,1148298#0,5928529#3,791363#-0,4203302#0,6422584#3,973574#-0,2373656#0,398319#3,832646#-0,2585434#0,3407094#3,777834#-0,1989144#0,270712#3,789104#-0,3351257#0,2699442#3,722733#-0,03252398#-0,1869016#3,877352#-0,5240601#-0,151076#3,781173#0,1035025#-0,498312#3,778953#-0,1552222#-0,3927007#3,783496#0,05849467#-0,5450391#3,700917#-0,20023#-0,4394278#3,705461#1  
frame62 #-0,3828866#0,8618166#4,022057#-0,2778465#0,7406988#3,885567# -0,01231253#0,2144027#3,761369#-0,9099656#0,5071936#3,73002#-0,03239948#0,2764421#3,727207#-0,8262483#0,5398192#3,716562#-0,09266033#0,4625604#3,637714#-0,6104577#0,5854433#3,790129#-0,1197912#0,5925793#3,7887#-0,4315154#0,6388081#3,977634#-0,249993#0,3937487#3,828867#-0,2715407#0,3380067#3,772743#-0,2129488#0,2654685#3,775088#-0,3365209#0,2690607#3,722535#-0,02835859#-0,1924922#3,878948#-0,5443903#-0,1530811#3,786747#0,1035493#-0,4967192#3,775203#-0,1750036#-0,3935428#3,789416#0,05787798#-0,543815#3,697531#-0,2206749#-0,4406386#3,711744#1  
frame63 #-0,3988355#0,8650334#4,024839#-0,293897#0,7423867#3,888971# -0,09692024#0,2036231#3,753926#-0,9273843#0,5032039#3,744555#-0,08255518#0,2564149#3,726791#-0,8436668#0,5358295#3,731097#-0,03946#0,41479#3,658396#-0,6306576#0,5819679#3,798995#-0,1342025#0,5957953#3,786792#-0,4475659#0,640496#3,981038#-0,2792862#0,3669564#3,822032#-0,3049355#0,304048#3,763127#-0,2342147#0,2379794#3,746031#-0,3754237#0,2348476#3,73779#-0,001869804#-0,2410678#3,86444#-0,5599753#-0,1622185#3,789207#0,1180665#-0,5341323#3,747347#-0,1880004#-0,4037718#3,792105#0,07163341#-0,5817302#3,670158#-0,2344335#-0,4513698#3,714916#1  
frame64 #-0,3630416#0,9163839#3,921514#-0,2979415#0,7393348#3,888634# -0,08729161#0,195552#3,751948#-0,8442485#0,5470569#3,78869#-0,0811567#0,2512696#3,727599#-0,8280233#0,5782364#3,755497#-0,06275199#0,4184224#3,667582#-0,652086#0,5820058#3,819971#-0,2155332#0,6016461#3,761108#-0,4516104#0,637444#3,980701#-0,2807549#0,353288#3,810133#-0,3132076#0,2902339#3,755988#-0,2559122#0,2325383#3,738996#-0,3752661#0,2329722#3,736513#-0,01748283#-0,1748635#3,844522#-0,5956479#-0,2009863#3,817137#0,0996306#-0,4972348#3,7468#-0,6467779#-0,5238863#3,786333#0,03757063#-0,5438529#3,680245#-0,6747199#-0,5920563#3,740232#1  
frame65 #-0,3664765#0,9178158#3,946376#-0,3032078#0,7406075#3,890381# -0,1190522#0,1949975#3,725137#-0,8385708#0,7060905#3,902718#-0,1074001#0,2521518#3,70628#-0,7764943#0,7261031#3,869684#-0,07244378#0,4236144#3,662753#-0,6326433#0,5348517#3,814621#-0,2244447#0,6047655#3,765744#-0,4568766#0,6387167#3,982448#-0,2850115#0,3499926#3,809708#-0,3179462#0,2858548#3,755155#-0,2617899#0,2329702#3,741053#-0,3777187#0,229097#3,73413#-0,005606431#-0,1846916#3,840515#-0,5969561#-0,1993875#3,816705#0,1011188#-0,4989868#3,744648#-0,6727053#-0,5151367#3,762275#0,03893137#-0,5455643#3,678275#-0,7348927#-0,5617141#3,695902#1  
frame66 #-0,354429#0,9231585#3,956032#-0,3158482#0,7405491#3,885623# -0,1190865#0,1955298#3,731012#-0,8795174#0,7777749#3,908921#-0,1078868#0,2520227#3,709431#-0,8263887#0,7171182#3,888377#-0,07428783#0,4215014#3,657746#-0,6670026#0,5351483#3,839806#-0,2241627#0,6036685#3,765035#-0,4695171#0,6386583#3,97769#-0,2879425#0,3456533#3,810649#-0,3186549#0,2792054#3,755476#-0,2569722#0,2184381#3,744602#-0,3800068#0,2244124#3,733237#-0,003424397#-0,1845659#3,833356#-0,6002356#-0,1752295#3,808004#0,1038905#-0,500697#3,742572#-0,6899779#-0,5130073#3,770735#0,04423321#-0,5470533#3,674019#-0,7496352#-0,5593635#3,702181#1  
frame67 #-0,3477716#0,9142268#3,950216#-0,3212613#0,729559#3,878041# -0,1245032#0,194169#3,73157#-0,9397941#0,7465695#3,928765#-0,1152089#0,2499626#3,706791#-0,8838885#0,655163#3,911763#-0,08732584#0,4173434#3,645523#-0,682712#0,5285593#3,845331#-0,2319039#0,6009027#3,761864#-0,4749301#0,6276683#3,970107#-0,2898601#0,3365803#3,807075#-0,3196841#0,2706742#3,752781#-0,2570607#0,2138692#3,743106#-0,3811048#0,2206881#3,731822#0,00326323#-0,207993#3,823629#-0,6026002#-0,1773142#3,80894#0,1087895#-0,509518#3,741342#-0,6718993#-0,5017933#3,767348#0,04906631#-0,5557239#3,672826#-0,7316224#-0,5479991#3,698832#1  
frame68 #-0,348087#0,914608#3,950326#-0,3209261#0,729579#3,87832# -0,1627398#0,1153385#3,763242#-0,9554032#0,6713655#3,927176#-0,1457551#0,1901764#3,730879#-0,9093977#0,6207083#3,920746#-0,09480122#0,4146901#3,646873#-0,6886733#0,513419#3,877529#-0,2420858#0,5999689#3,758453#-0,474595#0,6276882#3,970387#-0,2892646#0,3332157#3,805286#-0,3204962#0,265657#3,751284#-0,2599249#0,2097977#3,742212#-0,3807991#0,2197014#3,731072#-0,005224774#-0,1843567#3,80592#-0,6096055#-0,1951412#3,815243#0,1073457#-0,4984136#3,737927#-0,6783277#-0,5101646#3,76284#0,04559207#-0,5443818#3,671382#-0,7400813#-0,5561329#3,696295#1  
frame69 #-0,3489309#0,915167#3,952118#-0,320671#0,7303132#3,878136# -0,1631944#0,1164768#3,763799#-1,020268#0,6031166#3,944696#-0,1465018#0,1886562#3,731208#-0,9287828#0,5463972#3,932798#-0,09642403#0,4051943#3,646528#-0,6880385#0,5113377#3,877394#-0,2331838#0,5988839#3,759754#-0,4743398#0,6284224#3,970202#-0,2902671#0,3328846#3,806123#-0,3207759#0,2654444#3,751512#-0,2596016#0,2086434#3,742177#-0,3830471#0,2184359#3,731548#-0,006291549#-0,182438#3,804147#-0,6150975#-0,2012996#3,819832#0,1089567#-0,5004154#3,732283#-0,6786302#-0,5166293#3,755471#0,04902725#-0,5463636#3,664541#-0,7385596#-0,5625775#3,687729#1  
frame70 #-0,3530877#0,9127316#3,951829#-0,3220126#0,7280697#3,877823# -0,1149281#0,1727241#3,722785#-1,011581#0,5309116#3,920849#-0,109081#0,2305128#3,699682#-0,9364965#0,4780022#3,914154#-0,09153943#0,4038789#3,643483#-0,688557#0,5039101#3,880076#-0,230146#0,5969218#3,758068#-0,4756814#0,626179#3,969889#-0,2905269#0,332146#3,806485#-0,3207119#0,2650084#3,751741#-0,2587486#0,2072796#3,742285#-0,3831988#0,2164944#3,731389#-0,006052552#-0,1817031#3,803768#-0,6153556#-0,2011992#3,820038#0,1102522#-0,5028704#3,73066#-0,6769783#-0,5148721#3,75496#0,05095776#-0,5486279#3,662902#-0,7362728#-0,5606295#3,687201#1  
frame71 #-0,3539043#0,914156#3,952546#-0,3226839#0,7295769#3,876844# -0,1381101#0,1636552#3,690489#-1,013284#0,4634088#3,944545#-0,1250558#0,2232245#3,675941#-0,9277081#0,4449665#3,912677#-0,08589308#0,4019324#3,645419#-0,6818502#0,4916778#3,879711#-0,2286895#0,5942889#3,756971#-0,4763528#0,6276863#3,968911#-0,2911181#0,3323899#3,806733#-0,3210077#0,2651384#3,751855#-0,258955#0,2071037#3,742091#-0,3835924#0,2164315#3,731649#-0,002311561#-0,1818799#3,805059#-0,6155762#-0,2013972#3,819812#0,1119437#-0,5022514#3,73325#-0,675611#-0,5145013#3,753659#0,05336386#-0,547839#3,665355#-0,7341908#-0,5600889#3,685765#1  
frame72 #-0,3436118#0,9141731#3,944835#-0,3205541#0,7270797#3,875094# -0,103264#0,164344#3,686938#-1,001964#0,4219384#3,943475#-0,09671672#0,2258288#3,675256#-0,9173282#0,398941#3,912055#-0,07707486#0,4102834#3,653347#-0,6797948#0,4841584#3,885839#-0,231155#0,5947855#3,757061#-0,474223#0,6251891#3,967161#-0,2875185#0,3269336#3,806226#-0,3172355#0,2586752#3,752067#-0,2579736#0,203181#3,742121#-0,3760446#0,2108906#3,733076#-0,002435693#-0,1796579#3,805497#-0,6152965#-0,2014649#3,819903#0,1111728#-0,5004606#3,733367#-0,655583#-0,5181164#3,766026#0,05200884#-0,546001#3,665831#-0,7191794#-0,6008421#3,780775#1  
frame73 #-0,3435453#0,916063#3,945513#-0,3141426#0,7298098#3,874555# -0,1063724#0,1662138#3,720627#-1,037181#0,3550582#3,916969#-0,09844871#0,2249862#3,698718#-0,9082964#0,3841701#3,899681#-0,07467769#0,4013035#3,646147#-0,6693787#0,4759937#3,894579#-0,218474#0,5956727#3,757938#-0,4678114#0,627919#3,966621#-0,2850418#0,3275995#3,807415#-0,3143916#0,2594954#3,752964#-0,2548855#0,2039317#3,742733#-0,373951#0,2102028#3,733761#0,003593878#-0,183515#3,812117#-0,6135223#-0,2020524#3,818585#0,1270896#-0,5382071#3,725374#-0,6564308#-0,5178518#3,765937#0,06918249#-0,5838361#3,656827#-0,7143379#-0,5634809#3,69739#1  
frame74 #-0,3426675#0,9229342#3,940983#-0,3055237#0,7366036#3,878503# -0,09606161#0,1664228#3,72089#-1,03271#0,3022718#3,947253#-0,09093057#0,2256288#3,699281#-0,8857836#0,3677166#3,914491#-0,07553744#0,4032468#3,647623#-0,6543956#0,4747456#3,898032#-0,2216452#0,5969433#3,757185#-0,4591925#0,6347129#3,97057#-0,282818#0,3273506#3,806814#-0,3137804#0,2593335#3,753088#-0,2548688#0,2039219#3,74281#-0,3724798#0,211352#3,734184#0,01165822#-0,1884164#3,816642#-0,6105337#-0,2082465#3,815079#0,1201539#-0,5197532#3,724514#-0,6599658#-0,5226064#3,766825#0,06010257#-0,5653301#3,657798#-0,7200171#-0,5681833#3,700109#1  
frame75 #-0,3434447#0,9181136#3,942587#-0,3008179#0,733174#3,877131# -0,08053275#0,1668232#3,749867#-0,9414891#0,3381091#3,92252#-0,07789811#0,2263684#3,722144#-0,8788021#0,3621188#3,908049#-0,06999418#0,4050037#3,652155#-0,6467586#0,4684865#3,894107#-0,2224061#0,5962139#3,756149#-0,4544868#0,6312833#3,969198#-0,2804488#0,3265774#3,806369#-0,3125245#0,2588805#3,753077#-0,2541818#0,2037461#3,742715#-0,3714803#0,2118564#3,734557#0,01472354#-0,1902542#3,817648#-0,6094006#-0,2079621#3,814488#0,1189632#-0,5179994#3,723892#-0,6441944#-0,5236781#3,77666#0,05788008#-0,5636692#3,657758#-0,688486#-0,5888737#3,742742#1  
