frame1 #0,1263273#0,899059#3,301456#0,1654374#0,6979607#3,34247# 0,3719427#0,1520146#3,192261#0,1651736#0,4973341#3,138234#0,3610632#0,1854593#3,231118#0,1190377#0,4466722#3,119992#0,4344226#0,3953552#3,374086#-0,04720051#0,411696#3,21891#0,3163849#0,5924508#3,292042#-0,01089479#0,5719707#3,347817#0,1573643#0,3536173#3,355449#0,1491585#0,2879238#3,323742#0,2198561#0,2184711#3,308882#0,07258023#0,2092551#3,327097#0,2050639#-0,2443777#3,06465#0,08649774#-0,2674553#3,499271#0,2036797#-0,6045818#2,927586#0,1665497#-0,4855608#3,152894#0,1741869#-0,6629148#2,883528#0,1537653#-0,5236269#3,081486#1  
frame39 #0,02860639#0,9182075#3,533435#0,12477#0,769563#3,511259# 0,2294211#0,3025806#3,282967#0,01743455#0,6757835#3,606567#0,2850074#0,3391792#3,289084#-0,01171494#0,625258#3,578852#0,3939036#0,4923747#3,349248#-0,09916338#0,4736813#3,508877#0,196335#0,6568476#3,391238#0,0003681332#0,6172115#3,627317#0,1669373#0,3860219#3,497432#0,1389986#0,3116123#3,467023#0,1878975#0,262423#3,408742#0,09384793#0,2348444#3,513652#0,1402444#-0,2520422#3,230005#0,06341526#-0,2336264#3,724582#0,2483623#-0,6057817#3,164884#0,1592564#-0,4768783#3,336755#0,1888393#-0,6560646#3,112179#0,09632742#-0,5178683#3,288055#1  
frame40 #0,01528616#0,962166#3,55231#0,1231361#0,821011#3,526323# 0,2323426#0,293839#3,338754#0,04853771#0,6068758#3,714075#0,2836591#0,3309984#3,359596#0,01146347#0,586317#3,665462#0,38949#0,4980971#3,382828#-0,09975925#0,5246406#3,532814#0,2009409#0,6744326#3,416769#-0,001265772#0,6686596#3,642382#0,1617662#0,4138786#3,521716#0,134469#0,3361164#3,492972#0,1840916#0,2879297#3,443793#0,08741003#0,2628391#3,534279#0,1051716#-0,2572606#3,298521#0,06008355#-0,2174993#3,734843#0,2599613#-0,5826693#3,265476#0,1722359#-0,4892472#3,374779#0,2099995#-0,6464534#3,24752#0,1119096#-0,5304215#3,323531#1  
frame41 #0,01660965#0,9662959#3,560968#0,1231503#0,823715#3,53416# 0,2336504#0,2997069#3,346537#0,05724094#0,7066975#3,626927#0,2849371#0,3368446#3,367366#0,01837592#0,6626869#3,600374#0,3884157#0,4998877#3,389583#-0,09821914#0,5306551#3,533916#0,2036215#0,6767379#3,424926#-0,001251542#0,6713635#3,650218#0,1633174#0,4208609#3,527748#0,1365525#0,3432637#3,498127#0,1874141#0,2920203#3,448227#0,0886142#0,2755583#3,537702#0,08357461#-0,2437918#3,334043#0,2100196#-0,1764537#3,629015#0,2582017#-0,5814686#3,318108#0,2122992#-0,5304986#3,335627#0,2035773#-0,6514455#3,295485#0,1524762#-0,5715666#3,28404#1  
frame42 #0,009186566#0,9850457#3,574937#0,1118539#0,8393999#3,54942# 0,2347558#0,3072366#3,352952#-0,08422676#0,8024057#3,478559#0,2860076#0,3443491#3,373768#-0,09150811#0,7398237#3,491868#0,382459#0,5035037#3,438807#-0,1133521#0,5520777#3,545#0,2003307#0,6878493#3,453499#-0,01254795#0,6870484#3,665478#0,1562364#0,452465#3,55582#0,1328341#0,3766359#3,527782#0,1885592#0,3150094#3,472763#0,08365279#0,3081871#3,568361#0,04831846#-0,2185577#3,414708#0,1974889#-0,1884592#3,641463#0,2205525#-0,5687377#3,396194#0,1619183#-0,5673997#3,384084#0,164549#-0,6335737#3,379978#0,1052998#-0,6091313#3,32983#1  
frame43 #0,001359545#0,9802647#3,595217#0,111939#0,8393597#3,550115# 0,2372852#0,2683738#3,372118#-0,03331649#0,8108689#3,517279#0,2865161#0,3422232#3,388698#-0,0576878#0,7514088#3,519446#0,3826625#0,5041333#3,443734#-0,1308017#0,5730283#3,539166#0,2013895#0,683839#3,45911#-0,01246282#0,6870083#3,666174#0,1510471#0,4392785#3,562029#0,1266697#0,3571449#3,536373#0,1810096#0,3013282#3,489272#0,07664585#0,2907532#3,574017#0,03835089#-0,2207714#3,429365#0,1878693#-0,2168831#3,650517#0,1843008#-0,5856529#3,419515#0,2753214#-0,5861102#3,546573#0,1215069#-0,6367546#3,396562#0,2447191#-0,6587098#3,56282#1  
frame44 #-0,007063054#0,9811159#3,598263#0,09554669#0,8340973#3,571877# 0,2330628#0,266442#3,379061#-0,01799596#0,8388239#3,551281#0,2825715#0,3398402#3,397895#-0,05441135#0,7864973#3,54385#0,372098#0,4967615#3,477721#-0,1636575#0,6295176#3,534785#0,203335#0,6799965#3,48195#-0,02885517#0,6817459#3,687936#0,1387823#0,435548#3,573525#0,1173663#0,3559961#3,5436#0,1746943#0,2976266#3,501384#0,06258333#0,291629#3,577101#0,008064416#-0,2204437#3,49666#0,163311#-0,2349999#3,65574#0,114978#-0,5991959#3,484208#0,212802#-0,5737815#3,572394#0,03941775#-0,6396161#3,466288#0,1596363#-0,6151634#3,515044#1  
frame45 #0,02248281#0,9303049#3,612834#0,09875496#0,7617959#3,579629# 0,2216376#0,266609#3,401999#0,05167594#0,7528535#3,48523#0,2722359#0,3414372#3,406585#-0,005111635#0,7268122#3,499567#0,3687291#0,493252#3,487751#-0,1754743#0,6486887#3,555788#0,2041322#0,6741607#3,486585#-0,02564689#0,6094444#3,695688#0,1361585#0,4330748#3,576744#0,1112356#0,3604164#3,547986#0,1702791#0,2989069#3,499449#0,05359483#0,2906424#3,589182#0,007568625#-0,2190826#3,532404#0,1333276#-0,2175461#3,647436#0,1061764#-0,5942359#3,522972#0,2419499#-0,5904766#3,612682#0,02438255#-0,6361856#3,479488#0,2455201#-0,651008#3,568268#1  
frame46 #0,008001328#0,9054574#3,607486#0,09605879#0,7509129#3,585913# 0,1808718#0,2139912#3,403736#-0,105903#0,8088991#3,401706#0,2187954#0,2957786#3,410766#-0,1280444#0,7721627#3,449081#0,3445621#0,5024382#3,500814#-0,1944684#0,6619534#3,604389#0,2051453#0,6419766#3,501457#-0,02834306#0,5985615#3,701971#0,1224604#0,4253888#3,584003#0,09668538#0,3605255#3,55223#0,153935#0,29801#3,493807#0,03220367#0,2796013#3,59859#-0,09206829#-0,2294736#3,550161#0,1311533#-0,3078121#3,449718#-0,0574376#-0,5763029#3,536971#0,2446436#-0,5892204#3,611657#-0,1128608#-0,624935#3,552277#0,1918727#-0,6265215#3,572992#1  
frame47 #-0,007680304#0,9090657#3,602975#0,07767978#0,7596358#3,609305# 0,1792836#0,2225212#3,389198#-0,09355743#0,8109726#3,356883#0,2069615#0,2902584#3,403386#-0,1232887#0,7911836#3,409712#0,342213#0,4938515#3,50169#-0,2124826#0,7318165#3,581363#0,201214#0,6409051#3,503356#-0,06964856#0,7089639#3,7324#0,08007214#0,459178#3,619329#0,05234878#0,4043046#3,587083#0,1084231#0,3191475#3,510366#-0,01394767#0,3102164#3,642907#-0,09148166#-0,220644#3,556085#0,1067951#-0,2655168#3,468829#-0,1182032#-0,5830759#3,554874#0,2573669#-0,5816511#3,605261#-0,2091542#-0,6231879#3,576202#0,1985728#-0,6249326#3,587467#1  
frame48 #-0,03119334#0,9177717#3,604284#0,0553823#0,7703629#3,613844# 0,1855141#0,2635089#3,331974#-0,1509775#0,8515352#3,399309#0,2033551#0,3163494#3,376746#-0,1764275#0,8249595#3,451188#0,323651#0,4764246#3,495397#-0,2527774#0,7452324#3,619971#0,1727751#0,6433234#3,514347#-0,08523256#0,71648#3,732438#0,07026156#0,4653229#3,622928#0,04348449#0,4091053#3,591575#0,1023266#0,3199122#3,512064#-0,02296324#0,3143091#3,652529#-0,1086774#-0,2144931#3,567106#0,1164039#-0,2406921#3,706203#-0,1613449#-0,5876704#3,580831#0,2533698#-0,5846751#3,607104#-0,2504637#-0,6123641#3,623427#0,2146808#-0,6490293#3,602103#1  
frame49 #-0,06488986#0,9142001#3,686083#0,02970495#0,7651181#3,635436# 0,1805579#0,3959702#3,235758#-0,3219304#0,7846339#3,560038#0,2087879#0,4145656#3,293624#-0,3335319#0,8407953#3,498514#0,2958783#0,4719329#3,485277#-0,2894572#0,7413074#3,668211#0,1498657#0,6352561#3,518984#-0,09273639#0,7113186#3,743702#0,04636026#0,4480668#3,634846#0,01807635#0,3896648#3,602816#0,07371555#0,3084263#3,528183#-0,03778485#0,3051392#3,655797#-0,1574084#-0,212912#3,592107#0,1131154#-0,2417246#3,712478#-0,2880948#-0,5925445#3,600591#0,2446406#-0,5826893#3,611924#-0,3773032#-0,617263#3,643231#0,1909995#-0,6227139#3,55383#1  
frame50 #-0,08035564#0,9017596#3,690234#-0,002193992#0,7427271#3,65806# 0,1427481#0,640247#3,248543#-0,5433547#0,8699261#3,490823#0,1634861#0,5917067#3,283837#-0,475207#0,8068267#3,533768#0,2257001#0,4460857#3,402844#-0,3100876#0,6746653#3,694171#0,07721674#0,6220576#3,510925#-0,1272814#0,6844395#3,772598#0,02048223#0,4374561#3,636024#-0,01150394#0,3821876#3,605711#0,02680846#0,3069012#3,520231#-0,06633176#0,2876449#3,66101#-0,1546301#-0,150484#3,564821#0,1051649#-0,233313#3,714504#-0,3458223#-0,5454172#3,606423#0,2438906#-0,582039#3,614738#-0,4307671#-0,6000229#3,619167#0,1811485#-0,6212355#3,566152#1  
frame51 #-0,09259933#0,9076182#3,69147#-0,02168329#0,7452733#3,668717# 0,19205#0,6759932#3,214632#-0,5735062#0,7761005#3,617795#0,1590189#0,6641614#3,272172#-0,4914464#0,7365133#3,621381#0,1956007#0,4506873#3,388454#-0,3250069#0,6445672#3,715179#0,06252614#0,6199116#3,508753#-0,1446052#0,6875926#3,781894#0,006208526#0,4331967#3,636231#-0,02544359#0,3772123#3,604324#0,02087871#0,3056193#3,515964#-0,07955899#0,2752368#3,659039#-0,2729697#-0,2022207#3,578067#0,101281#-0,2365162#3,7154#-0,3871794#-0,5864943#3,605317#0,2404267#-0,5732368#3,619019#-0,4831656#-0,6198246#3,601941#0,2343562#-0,6447634#3,596801#1  
frame52 #-0,1624909#0,9176598#3,710592#-0,06337974#0,769636#3,663588# 0,103235#0,7333399#3,165814#-0,5874594#0,5901468#3,718617#0,0700708#0,7214605#3,223587#-0,497066#0,57655#3,713609#0,0915691#0,5365463#3,273142#-0,2969969#0,5582945#3,74297#0,01773302#0,6416001#3,496491#-0,1873505#0,7128736#3,776853#-0,02906946#0,446348#3,633853#-0,05934534#0,3870369#3,60256#-0,009743526#0,3039466#3,510565#-0,1096096#0,2969845#3,661065#0,01635257#-0,1775865#3,706218#0,03208232#-0,2221388#3,70069#-0,3193344#-0,4598818#3,614671#0,235976#-0,5751649#3,619124#-0,3837475#-0,4993837#3,568271#0,2328948#-0,6477307#3,598993#1  
frame53 #-0,1828188#0,8653812#3,680006#-0,1523101#0,6785417#3,654572# 0,04141442#0,6701043#3,205747#-0,5422773#0,4055178#3,876742#0,00836979#0,6582676#3,263311#-0,4825382#0,4169713#3,859581#0,02985826#0,473438#3,312851#-0,3033207#0,4513317#3,821213#-0,04397783#0,5784918#3,536203#-0,2757043#0,6214426#3,767907#-0,07630422#0,3203137#3,618411#-0,09502488#0,251178#3,579996#-0,02932565#0,2144555#3,57763#-0,1465733#0,1823318#3,560699#-0,06184261#-0,2115299#3,701092#0,002236724#-0,2131008#3,698126#-0,3880301#-0,4903004#3,56769#0,2372025#-0,5827779#3,610485#-0,4446305#-0,5312924#3,513007#0,2137158#-0,6530473#3,596357#1  
frame54 #-0,1245305#0,8903198#3,544904#-0,1071673#0,7206448#3,568844# -0,2243264#0,6749114#3,170658#-0,5618725#0,5085558#3,83478#-0,1494945#0,6350689#3,181493#-0,5020123#0,5204623#3,818483#0,07500114#0,5155412#3,227118#-0,3224314#0,5561816#3,782711#0,001165047#0,620595#3,450475#-0,2305614#0,6635457#3,682179#-0,07056527#0,3835649#3,592601#-0,0951473#0,3162529#3,568635#-0,04136354#0,2708998#3,581682#-0,1455382#0,2474594#3,551826#0,07289276#-0,2531289#3,701717#0,01040425#-0,21983#3,700023#0,2036989#-0,5495332#3,591499#0,2094761#-0,5627151#3,589205#0,1472037#-0,5917461#3,537501#0,152981#-0,604928#3,535207#1  
frame55 #-0,2439208#0,9136966#3,576391#-0,2335521#0,7237418#3,601662# -0,3508057#0,6780587#3,20345#-0,550957#0,6608111#3,214181#-0,2759502#0,6382036#3,214288#-0,489281#0,6761254#3,265378#-0,05138366#0,5186382#3,259928#-0,3749966#0,6852618#3,434066#-0,1252197#0,623692#3,483293#-0,3569462#0,6666427#3,714997#-0,186762#0,4257979#3,590804#-0,209894#0,3692638#3,558781#-0,1624178#0,2866651#3,59801#-0,2468504#0,2942382#3,494648#-0,008958309#-0,1326685#3,669682#-0,01501631#-0,2158614#3,700042#0,1218478#-0,4290728#3,559456#0,1521932#-0,515542#3,563819#0,06503985#-0,4699121#3,504412#0,09538525#-0,5563813#3,508774#1  
frame56 #-0,2954461#0,9322076#3,543608#-0,2723103#0,8125939#3,63342# -0,4893908#0,6852201#3,22111#-0,6417093#0,6548603#3,239964#-0,4145135#0,6456297#3,232427#-0,5800333#0,6701746#3,291162#-0,1898818#0,5268587#3,279523#-0,4421657#0,7205348#3,471278#-0,2344808#0,6737124#3,510662#-0,3957044#0,7554948#3,746756#-0,2078119#0,4515951#3,596599#-0,2288586#0,3800092#3,565129#-0,1971833#0,3104731#3,609691#-0,2568876#0,3055015#3,49735#-0,01090224#-0,1333378#3,665787#-0,01913631#-0,2098492#3,696187#0,1199039#-0,4297421#3,555522#0,1277922#-0,5085983#3,577564#0,05378979#-0,4710448#3,51237#0,06167812#-0,5499011#3,534412#1  
frame57 #-0,3331088#0,8961068#3,560231#-0,3107851#0,7542616#3,628422# -0,5741657#0,7099169#3,326934#-0,7153128#0,6524609#3,29266#-0,512887#0,6804329#3,303677#-0,6561165#0,6673445#3,34191#-0,3290509#0,5919805#3,247056#-0,5086318#0,6929626#3,470931#-0,265646#0,6479422#3,514613#-0,4341793#0,6971625#3,741757#-0,2336101#0,3937095#3,590914#-0,2554221#0,3221382#3,558874#-0,2147071#0,2812932#3,575225#-0,2841915#0,2723627#3,525637#-0,02848895#-0,1413394#3,652791#-0,001170334#-0,2196073#3,693113#0,1023172#-0,4377437#3,542518#0,1379218#-0,5207546#3,553066#0,03794195#-0,4794889#3,497183#0,07354657#-0,5624998#3,507731#1  
frame58 #-0,3483908#0,8719736#3,660409#-0,3154279#0,6977006#3,621147# -0,5859959#0,6874095#3,434164#-0,8320078#0,5571342#3,397862#-0,5053334#0,6603994#3,426086#-0,7791919#0,5705558#3,446387#-0,2633458#0,5793691#3,415007#-0,6014737#0,6085203#3,513148#-0,1166056#0,6001158#3,649986#-0,4388221#0,6406015#3,734483#-0,2732131#0,3700818#3,602473#-0,2755247#0,3096352#3,555932#-0,2109144#0,2308206#3,559416#-0,3464681#0,2286731#3,519711#0,01454109#-0,2301403#3,658718#0,02300449#-0,2153931#3,677883#0,150719#-0,5153029#3,561899#0,1433882#-0,5289671#3,547719#0,1317675#-0,5558755#3,484967#0,1244366#-0,5695398#3,470787#1  
frame59 #-0,3967606#0,9062584#3,677124#-0,3345513#0,7396919#3,642883# -0,3174164#0,5067091#3,497536#-0,762424#0,8408821#3,538254#-0,2328125#0,4949264#3,50653#-0,7664074#0,777289#3,557455#0,02099919#0,4595784#3,546675#-0,61534#0,5687577#3,561067#-0,193367#0,5988605#3,60485#-0,4579455#0,6825928#3,756219#-0,2840599#0,3638318#3,600481#-0,3006122#0,2970378#3,553507#-0,2342009#0,2303403#3,558668#-0,3538212#0,2287025#3,518987#-0,02632602#-0,1620928#3,605014#0,05772278#-0,1926009#3,649388#0,1434381#-0,5180456#3,546137#0,152257#-0,5507086#3,527278#0,113039#-0,572181#3,502496#0,1148434#-0,5910901#3,456987#1  
frame60 #-0,4070842#0,8357654#3,679616#-0,3521403#0,6664362#3,633333# -0,3161086#0,5291727#3,531771#-0,8241983#0,7783623#3,536092#-0,231543#0,5124667#3,531205#-0,8105428#0,7168372#3,557543#0,02215376#0,4623485#3,542676#-0,6398887#0,5250007#3,539845#-0,1942129#0,5991681#3,605168#-0,4755345#0,6093371#3,746669#-0,2928619#0,3419367#3,595834#-0,3040868#0,2852522#3,549011#-0,2373385#0,2217478#3,554794#-0,3563148#0,2189724#3,512768#-0,007033103#-0,2079784#3,618809#-0,5876346#-0,2274053#3,569921#0,1432324#-0,5198244#3,544232#-0,6296559#-0,5552069#3,482149#0,1067221#-0,5602114#3,473503#-0,6661662#-0,5955939#3,41142#1  
frame61 #-0,4122437#0,8337041#3,679869#-0,3427019#0,6695589#3,633382# -0,3345448#0,5016344#3,529684#-0,8816394#0,7157335#3,540844#-0,2483929#0,4941035#3,529361#-0,839399#0,6700598#3,56451#0,01006266#0,4715109#3,54156#-0,6361372#0,5106635#3,553429#-0,2048533#0,5936199#3,599764#-0,4660961#0,6124598#3,746717#-0,2898689#0,3348516#3,593973#-0,3036997#0,2743644#3,545775#-0,2401401#0,2186144#3,553265#-0,3544999#0,2102969#3,509696#0,002948708#-0,22405#3,616552#-0,5882849#-0,2278861#3,569784#0,1403859#-0,51941#3,540491#-0,6367629#-0,5605808#3,479688#0,1009062#-0,5596667#3,471412#-0,6762425#-0,6008375#3,410609#1  
frame62 #-0,444085#0,883365#3,707368#-0,349353#0,7328736#3,649793# -0,3518909#0,4635804#3,53016#-0,9560026#0,537729#3,587078#-0,2652294#0,465715#3,526288#-0,8790359#0,4956642#3,567022#-0,005244995#0,4721189#3,527851#-0,6199468#0,5185306#3,591056#-0,207581#0,5896498#3,594142#-0,4727471#0,6757745#3,763129#-0,2967577#0,3418976#3,593982#-0,3112343#0,2781661#3,544143#-0,246352#0,2176009#3,553312#-0,3682513#0,2153708#3,500835#0,006927685#-0,2325445#3,616518#-0,5893626#-0,2297498#3,568796#0,1731654#-0,5532913#3,532304#-0,6402858#-0,5664204#3,479787#0,1324807#-0,5935834#3,463693#-0,6809705#-0,6067125#3,411176#1  
frame63 #-0,4511012#0,8569449#3,699019#-0,3561986#0,7061824#3,641357# -0,04992699#0,1877112#3,5816#-0,9739751#0,4510939#3,557452#-0,03963516#0,2481207#3,561855#-0,8866268#0,4297659#3,552428#-0,008759656#0,4293495#3,515818#-0,6357416#0,495839#3,585882#-0,2073809#0,5883347#3,593311#-0,4795928#0,6490833#3,754692#-0,2962543#0,3414032#3,594065#-0,3097811#0,2774262#3,54296#-0,2448646#0,2157958#3,552592#-0,3604632#0,2104986#3,495848#0,007372065#-0,2333573#3,616708#-0,5892162#-0,2307353#3,568521#0,1596061#-0,5342522#3,537708#-0,6416725#-0,5694661#3,479694#0,1199672#-0,5746725#3,468348#-0,6813114#-0,6098863#3,410334#1  
frame64 #-0,430823#0,8430987#3,676686#-0,3367577#0,6909521#3,624046# -0,02846405#0,2003498#3,563599#-1,004558#0,4179452#3,579291#-0,02571547#0,2636074#3,551003#-0,9175893#0,4375653#3,592997#-0,01746971#0,4533804#3,526418#-0,6669447#0,5048259#3,615289#-0,2078372#0,5876547#3,59146#-0,4601519#0,633853#3,737381#-0,2895945#0,3327991#3,587903#-0,3044936#0,2696713#3,537519#-0,2424653#0,2101825#3,548263#-0,3572387#0,2081683#3,495105#0,008472977#-0,2342686#3,617709#-0,5893564#-0,2319405#3,567708#0,151039#-0,5261555#3,532238#-0,6477959#-0,5770152#3,482859#0,1116582#-0,5666595#3,46261#-0,6871766#-0,6175192#3,41323#1  
frame65 #-0,4157662#0,8548813#3,677706#-0,3363847#0,6942557#3,625372# -0,05758915#0,1777313#3,574507#-0,9920576#0,3735551#3,588649#-0,04429659#0,239069#3,559422#-0,905481#0,3977848#3,59804#-0,004418924#0,4230821#3,527381#-0,6644704#0,4934467#3,634733#-0,2058397#0,5867877#3,588965#-0,4597789#0,6371565#3,738707#-0,2899146#0,3314387#3,586716#-0,3058926#0,2674958#3,535006#-0,2444685#0,2061896#3,54238#-0,3588127#0,2066726#3,494411#0,009404846#-0,2352269#3,618501#-0,589549#-0,2336808#3,566114#0,1511841#-0,5265495#3,532827#-0,6482223#-0,5780964#3,482358#0,111352#-0,5670782#3,463307#-0,6880544#-0,6186252#3,412838#1  
frame66 #-0,415156#0,8604559#3,677354#-0,3399212#0,6974227#3,625813# -0,05793171#0,203929#3,557908#-0,9925011#0,3725895#3,588793#-0,04153052#0,2655514#3,547801#-0,9057449#0,3973549#3,598179#0,007673057#0,4504185#3,530708#-0,6655501#0,4932595#3,634802#-0,205269#0,5861#3,58686#-0,4633153#0,6403236#3,739148#-0,2895521#0,33166#3,586745#-0,3053648#0,2675414#3,534499#-0,2425567#0,2056929#3,541046#-0,3583775#0,2066133#3,49437#0,01154889#-0,2353652#3,620644#-0,5876857#-0,2341534#3,56168#0,1601476#-0,5475768#3,534358#-0,6489791#-0,5807971#3,482163#0,1203069#-0,5881937#3,464679#-0,6888198#-0,621414#3,412483#1  
