frame1 #0,2058166#0,9851427#3,395185#0,1513311#0,7728003#3,448486# 0,09704655#0,6138858#3,257738#0,1985331#0,600561#3,294401#0,1569147#0,5851375#3,276902#0,09564102#0,593348#3,288947#0,3365192#0,4988926#3,348172#-0,07030099#0,4690485#3,30647#0,3194141#0,6993902#3,532698#-0,02614432#0,6766253#3,428238#0,1254194#0,4144669#3,460118#0,1284544#0,343888#3,438393#0,2019435#0,2691123#3,452659#0,04644223#0,2588681#3,415233#0,1772131#-0,2477498#3,246713#0,06038673#-0,2397024#3,414985#0,1372114#-0,5967906#3,064223#0,119875#-0,6222951#3,041176#0,1585109#-0,6341883#2,997267#0,09528796#-0,685024#3,035023#1  
frame39 #0,02413435#0,9709406#3,586714#0,1148845#0,8397785#3,62568# 0,1213671#0,9287618#3,033078#-0,2293651#1,157#3,588421#0,1534176#0,8445589#3,088656#-0,2221615#1,055709#3,636372#0,2855315#0,6809402#3,198137#-0,113703#0,8592768#3,82212#0,2175907#0,6806895#3,462369#-0,05380752#0,7014213#3,724095#0,1595692#0,4979322#3,620785#0,1304444#0,4334627#3,583225#0,201854#0,3680177#3,523256#0,06751439#0,3469435#3,626704#-0,09383128#-0,09277671#3,410203#0,1471367#-0,2226402#3,580445#-0,4014319#-0,3513112#3,438107#0,2183149#-0,5781837#3,487#-0,4683352#-0,3965277#3,393194#0,1627015#-0,6470627#3,460531#1  
frame40 #0,01924133#0,9779384#3,600533#0,1135339#0,8409429#3,626157# 0,09241235#0,9293413#3,080732#-0,1739136#1,103921#3,501759#0,1115297#0,8582514#3,121337#-0,1912071#1,054722#3,551874#0,2816408#0,6782261#3,204568#-0,1776358#0,8747203#3,742484#0,2052601#0,6712811#3,473309#-0,05515805#0,7025856#3,724572#0,1569962#0,4865321#3,626266#0,1272681#0,4152945#3,59052#0,194708#0,3551908#3,528368#0,06778912#0,3185521#3,637868#-0,1043341#-0,08733982#3,424119#0,150811#-0,1936406#3,603984#-0,3294199#-0,3800989#3,557697#0,218237#-0,5780115#3,487122#-0,4096622#-0,4224145#3,521092#0,1642814#-0,6474466#3,4599#1  
frame41 #0,01472402#0,9606664#3,606002#0,09820872#0,8061551#3,620201# 0,06549714#0,9107746#3,148032#-0,2525529#0,9156318#3,510708#0,08726327#0,8658139#3,168038#-0,2697094#0,8668227#3,560426#0,2647305#0,6524384#3,228866#-0,1403801#0,8590114#3,736372#0,2022512#0,6558441#3,479462#-0,07048324#0,6677977#3,718616#0,150145#0,4703524#3,637215#0,1245839#0,4024038#3,602165#0,1932009#0,338568#3,540197#0,06493121#0,3019027#3,65698#-0,1253802#0,01531176#3,428732#0,1534654#-0,2093884#3,610718#-0,2745551#-0,3738084#3,622466#0,2225354#-0,5787134#3,48799#-0,3648317#-0,4588701#3,615954#0,1615524#-0,6438105#3,466268#1  
frame42 #0,00272774#0,9374547#3,615597#0,0865923#0,7842454#3,626756# 0,04901426#0,9121181#3,205357#-0,1726041#0,8725209#3,637647#0,07007736#0,8674649#3,221286#-0,05354682#0,8984269#3,617513#0,22997#0,639443#3,264701#-0,2164875#0,7973208#3,708665#0,1806429#0,6549705#3,491953#-0,01033503#0,777948#3,735782#0,1492939#0,4544944#3,640969#0,1189797#0,3868372#3,613556#0,1714623#0,325041#3,55734#0,06965049#0,3008897#3,66211#-0,1232846#-0,0225797#3,463468#0,1655415#-0,2155945#3,631897#-0,2353266#-0,4183179#3,663578#0,2405816#-0,5957578#3,48193#-0,3115621#-0,4702095#3,608123#0,1622999#-0,6415724#3,470121#1  
frame43 #0,003754447#0,9414798#3,618982#0,08738793#0,7877542#3,62974# 0,04222539#0,8839014#3,255164#-0,1204689#0,8793505#3,49659#0,06176229#0,8158903#3,262505#-0,0875634#0,8292015#3,534844#0,2539939#0,615939#3,254184#-0,2093491#0,7545162#3,695732#0,1935764#0,6580129#3,4717#-0,007093238#0,7870111#3,739013#0,1479344#0,455828#3,645281#0,1163094#0,3879255#3,619812#0,1692001#0,3215627#3,558722#0,06902142#0,3054896#3,679711#-0,0888508#-0,06221688#3,538807#0,1647918#-0,2124225#3,641442#-0,1907991#-0,4585001#3,739722#0,2337389#-0,5942844#3,481297#-0,2662827#-0,5555295#3,750025#0,1582731#-0,6447259#3,472653#1  
frame44 #0,01109185#0,9431729#3,634422#0,09446524#0,7892665#3,644869# 0,02949874#0,8288945#3,276131#-0,1667871#0,7574013#3,558813#0,04898848#0,7610476#3,283455#-0,08980075#0,8292701#3,503349#0,2493602#0,5753318#3,251098#-0,1727057#0,7064971#3,657611#0,2253738#0,7080801#3,430581#0,0009335943#0,7902099#3,751999#0,1491453#0,4546681#3,64524#0,1165419#0,3881289#3,619897#0,1697151#0,3221365#3,558152#0,06980123#0,3058838#3,677583#-0,08193696#-0,06526643#3,541907#0,1692414#-0,2148364#3,656017#-0,1545822#-0,4665606#3,743215#0,2273839#-0,6004315#3,477633#-0,2331786#-0,5167683#3,691306#0,1568382#-0,65635#3,466333#1  
frame45 #0,01770401#0,9018002#3,554305#0,102405#0,7870928#3,635306# 0,02072072#0,7940139#3,337066#-0,0303337#0,7483242#3,391066#0,04016465#0,7263265#3,344373#-0,06270734#0,7376719#3,449873#0,2217616#0,5458762#3,254575#-0,1598283#0,705715#3,639294#0,1721787#0,630722#3,458757#0,009855629#0,7886885#3,741631#0,1511237#0,4491179#3,640952#0,1149757#0,3808291#3,619047#0,1595506#0,3036087#3,549583#0,07017158#0,3023542#3,678879#-0,07704592#-0,09184191#3,558788#0,165792#-0,2182661#3,663631#-0,1246131#-0,4905319#3,76864#0,2185361#-0,6000433#3,477623#-0,2073992#-0,5403183#3,72387#0,1357501#-0,6498297#3,432853#1  
frame46 #0,0102182#0,913483#3,591617#0,1061317#0,7872413#3,629458# -0,002452211#0,7884218#3,363395#-0,1169436#0,7331538#3,377641#0,01698503#0,7207576#3,370699#-0,1185327#0,7096945#3,4413#0,2011825#0,5423782#3,299141#-0,1232999#0,6393165#3,645285#0,1393087#0,6574212#3,490349#0,01368106#0,7891285#3,735785#0,1545856#0,4158008#3,621297#0,1159631#0,3372096#3,5964#0,1544938#0,2968485#3,54857#0,08550726#0,2787183#3,636655#0,1341761#-0,2705759#3,637256#0,0100214#-0,2359143#3,693187#0,06658721#-0,783311#3,910909#0,1928749#-0,591388#3,478231#0,02640162#-0,6740156#3,873896#0,1081837#-0,6403293#3,436738#1  
frame47 #0,001347676#0,9153188#3,606595#0,1028831#0,7842153#3,62815# 0,002302447#0,7191792#3,373122#-0,1238694#0,7288995#3,380112#0,02173306#0,6515381#3,380423#-0,1254569#0,7054632#3,443709#0,2059305#0,4731588#3,308879#-0,1302195#0,635154#3,647521#0,1332361#0,6339338#3,482675#0,01055699#0,786329#3,734538#0,1536178#0,4138404#3,620203#0,115412#0,3366899#3,596586#0,1478478#0,2815597#3,538834#0,08484281#0,2710265#3,642371#0,1321122#-0,2615777#3,645886#0,03181842#-0,2433446#3,692635#0,06452338#-0,7743128#3,919512#0,1907337#-0,5895039#3,477299#0,09619762#-0,7382057#3,807369#0,1053395#-0,6385605#3,437867#1  
frame48 #-0,01011197#0,8978174#3,62889#0,08758421#0,7571692#3,635373# 0,01557105#0,5998968#3,372556#-0,1423044#0,7007424#3,393675#0,03501666#0,5322036#3,379863#-0,1438882#0,6773611#3,457123#0,2036755#0,4480117#3,317798#-0,1486395#0,6072171#3,660499#0,1239223#0,5875705#3,467219#-0,004664568#0,7596315#3,741735#0,1634154#0,3498013#3,63101#0,1300511#0,267032#3,611534#0,163419#0,2256787#3,591686#0,1057544#0,2137443#3,623809#0,1367105#-0,2441612#3,660063#0,05171294#-0,238752#3,694927#0,1491266#-0,7098284#3,707796#0,190957#-0,5892995#3,478205#0,1751197#-0,6706132#3,595149#0,104662#-0,6406249#3,443745#1  
frame49 #-0,00621755#0,884639#3,728839#0,06182979#0,7224905#3,665698# -0,02675694#0,3337234#3,495564#-0,167534#0,6677164#3,424878#0,02136779#0,3588453#3,455371#-0,1691157#0,6443663#3,488241#0,165742#0,434211#3,347821#-0,1738607#0,5743162#3,691359#0,08777203#0,5850415#3,507287#-0,03050139#0,7248619#3,772101#0,1643159#0,3316882#3,637696#0,1334351#0,2467521#3,617557#0,1694557#0,2033878#3,600335#0,1074903#0,2078642#3,625224#0,1350655#-0,2530666#3,665437#0,0477722#-0,2402739#3,700528#0,1477225#-0,709229#3,70936#0,191687#-0,5896602#3,479882#0,1743494#-0,6705292#3,596807#0,1052141#-0,642568#3,448725#1  
frame50 #-0,007240005#0,8711886#3,7265#0,06213406#0,7083561#3,669346# -0,07910904#0,3098693#3,504334#-0,1672429#0,6533863#3,429003#-0,02768452#0,3346153#3,468464#-0,1688213#0,6300852#3,492234#0,126589#0,4088532#3,373901#-0,1735564#0,5601817#3,694971#0,1114296#0,5773393#3,5103#-0,03019712#0,7107275#3,775749#0,1383009#0,2949346#3,640816#0,1039968#0,2113888#3,612544#0,1500627#0,1696622#3,619222#0,06485078#0,1596163#3,590023#0,1343653#-0,2491927#3,678395#0,04067068#-0,2732489#3,73025#0,1435975#-0,7051611#3,713633#0,1921329#-0,5893663#3,481326#0,1719891#-0,6674559#3,601335#0,1083018#-0,6393611#3,440181#1  
frame51 #-0,0277#0,8579835#3,723856#0,0618545#0,7044998#3,67004# -0,1349502#0,5591213#3,553641#-0,1675286#0,6494402#3,429897#-0,0805383#0,494438#3,547727#-0,1691055#0,6261616#3,493066#0,09533787#0,3720338#3,391114#-0,173836#0,5563256#3,695635#0,113582#0,5721494#3,537043#-0,03047669#0,7068713#3,776443#0,1397094#0,2947662#3,644888#0,1087544#0,2119385#3,615993#0,1532386#0,1680953#3,632721#0,07903158#0,1599293#3,588625#0,1245297#-0,2589772#3,686908#0,02930034#-0,266656#3,737586#0,1421379#-0,7044111#3,714134#0,1890412#-0,588746#3,482121#0,1711044#-0,6665134#3,602217#0,1076406#-0,6389661#3,436919#1  
frame52 #-0,0331625#0,8509371#3,739315#0,05965037#0,7007119#3,673492# -0,1470229#0,5328814#3,582269#-0,1697411#0,6455275#3,433639#-0,0956081#0,4850418#3,572927#-0,1713159#0,62228#3,496723#0,07706051#0,3810944#3,401927#-0,1760401#0,5525376#3,699055#0,1103396#0,5681133#3,542076#-0,0326808#0,7030834#3,779896#0,1425425#0,2953886#3,650446#0,1129799#0,2127849#3,622945#0,1541452#0,1680166#3,639822#0,08644931#0,1610064#3,594769#0,1230245#-0,2648848#3,691987#0,02283499#-0,2648512#3,738493#0,1393704#-0,7051589#3,713939#0,1858726#-0,5861717#3,479752#0,1703674#-0,6674353#3,602738#0,1045144#-0,6368545#3,435424#1  
frame53 #-0,03082119#0,7923146#3,737805#0,04470574#0,6318716#3,67637# -0,1792806#0,5400328#3,601222#-0,1846936#0,5765725#3,436824#-0,1293446#0,4904284#3,594426#-0,1862664#0,5533537#3,499831#0,03925245#0,3857598#3,42058#-0,1909848#0,4836973#3,701931#0,1080798#0,5615937#3,55658#-0,04762545#0,634243#3,782773#0,1277471#0,2579764#3,659266#0,1010156#0,1838446#3,628356#0,1495239#0,1532242#3,645082#0,06155074#0,1230968#3,598527#0,1178803#-0,2722181#3,693528#0,005588189#-0,2996445#3,75091#0,1383939#-0,7051439#3,71133#0,1824577#-0,5813513#3,479086#0,1691072#-0,6669233#3,600599#0,1046802#-0,63206#3,429402#1  
frame54 #-0,04696351#0,8054532#3,751372#0,03709699#0,6509394#3,678832# -0,2029465#0,530855#3,594434#-0,0832135#0,6092384#3,73359#-0,1520569#0,4824444#3,587507#-0,1216852#0,5395811#3,712901#0,008731529#0,3708668#3,411488#-0,2371004#0,3306091#3,663923#0,07984801#0,5197479#3,552238#-0,0937411#0,4811548#3,74478#0,131734#0,2403641#3,657238#0,115638#0,1471289#3,616061#0,1732671#0,1201444#3,621592#0,07043308#0,09589805#3,59708#0,1176156#-0,2731798#3,694593#-0,03222703#-0,3145848#3,755187#0,132647#-0,7076625#3,705119#0,1791996#-0,5774008#3,478024#0,1641617#-0,6670704#3,595635#0,1093957#-0,6280124#3,417803#1  
frame55 #-0,03074332#0,6915138#3,751984#0,04036229#0,5312515#3,678458# -0,2191567#0,5240283#3,607055#-0,07572383#0,478964#3,731865#-0,1688645#0,4751559#3,60038#-0,1141956#0,4093067#3,711177#-0,008938856#0,3631006#3,424585#-0,2296107#0,2003347#3,6622#0,07492371#0,5133038#3,553859#-0,08625142#0,3508804#3,743058#0,1230525#0,1733283#3,66276#0,0987649#0,1014021#3,627748#0,1473366#0,07305937#3,635761#0,06379025#0,0296692#3,604883#0,1121973#-0,276241#3,694896#-0,0347323#-0,3708264#3,783265#0,1206832#-0,7128179#3,704291#0,1595859#-0,5874766#3,465342#0,1544917#-0,6692916#3,597028#0,0882441#-0,6376023#3,40708#1  
frame56 #-0,03477931#0,687614#3,75982#0,03925401#0,5299995#3,682651# -0,2046562#0,3871094#3,569672#-0,07683212#0,4777121#3,736053#-0,1543905#0,3384305#3,562808#-0,1153038#0,4080547#3,715364#-0,02070778#0,3403451#3,426656#-0,230719#0,1990827#3,666389#0,05963936#0,4878281#3,561626#-0,08735971#0,3496284#3,747252#0,1250379#0,1729946#3,659471#0,1006588#0,1010639#3,623303#0,1490941#0,07476503#3,6285#0,066856#0,03020659#3,59964#0,1062771#-0,2848279#3,699739#-0,03168332#-0,3663119#3,782693#0,1158768#-0,7131074#3,70541#0,1592706#-0,5860648#3,465195#0,1439458#-0,6722039#3,59597#0,08604158#-0,6359093#3,409785#1  
frame57 #-0,06693158#0,7080028#3,77908#0,0181783#0,5555045#3,707424# -0,2142413#0,3879403#3,576235#-0,09790767#0,5032169#3,760823#-0,1640704#0,3393532#3,569384#-0,1363795#0,4335596#3,740134#-0,02602677#0,3296553#3,438143#-0,2517948#0,2245878#3,69116#0,05503448#0,478372#3,570114#-0,1084355#0,3751335#3,772025#0,1228385#0,1772403#3,655674#0,09954005#0,1053146#3,616128#0,1502824#0,09043281#3,607018#0,06426311#0,03603263#3,596509#0,1015998#-0,2807948#3,696397#-0,02952565#-0,3614535#3,777781#0,1150158#-0,7137178#3,705115#0,1591718#-0,5846341#3,468879#0,1433689#-0,6728077#3,596112#0,08626317#-0,6339965#3,413154#1  
frame58 #-0,05744778#0,674668#3,780834#0,02171878#0,5203496#3,705095# -0,2046136#0,3974755#3,608625#-0,09436732#0,4680623#3,758483#-0,1545306#0,3489735#3,601785#-0,1328391#0,3984049#3,737794#-0,0407041#0,3155769#3,454426#-0,2482543#0,1894328#3,688824#0,04645826#0,4681502#3,57469#-0,104895#0,3399785#3,769696#0,1235014#0,1700878#3,649655#0,1002027#0,09869991#3,609211#0,1480278#0,08066002#3,595089#0,06596974#0,0335048#3,595487#0,08690611#-0,2769804#3,68567#-0,03152883#-0,3618694#3,776268#0,1131633#-0,7133976#3,704978#0,1546943#-0,5795928#3,472848#0,1424068#-0,673071#3,596396#0,08057474#-0,6285796#3,419016#1  
frame59 #-0,06410665#0,6640897#3,795037#0,01963941#0,5155805#3,708828# -0,1968888#0,3997049#3,611454#-0,09644669#0,4632932#3,762208#-0,1468928#0,3512872#3,604626#-0,1349184#0,3936358#3,741519#-0,04569657#0,3065704#3,452199#-0,2503336#0,1846637#3,692551#0,03672134#0,4528044#3,584969#-0,1069743#0,3352095#3,773429#0,1273442#0,1605188#3,647635#0,1060993#0,08812622#3,605656#0,1537617#0,06965084#3,587108#0,07433635#0,02497104#3,598061#0,08878044#-0,2714162#3,680675#0,1522879#-0,3795862#3,76625#0,107067#-0,7146308#3,701312#0,1536555#-0,5798391#3,473304#0,1391095#-0,6743679#3,593917#0,1993589#-0,6324758#3,416124#1  
frame60 #-0,06577414#0,6634632#3,79642#0,01866091#0,5151126#3,712409# -0,2067055#0,3905343#3,610549#-0,09742518#0,4628252#3,765784#-0,1567933#0,3421977#3,603733#-0,1358969#0,3931679#3,745095#-0,04782185#0,3021843#3,455637#-0,2513121#0,1841958#3,696128#0,03615594#0,4470515#3,588218#-0,1079528#0,3347415#3,777009#0,1333641#0,1569286#3,643598#0,1154988#0,08351788#3,598384#0,1637796#0,06704979#3,581641#0,08417252#0,02209058#3,589895#0,08987865#-0,2741137#3,679703#0,1507297#-0,3799135#3,766187#0,1071573#-0,7148188#3,701334#0,1524342#-0,5796316#3,474286#0,1392971#-0,674472#3,594374#0,1971609#-0,6312583#3,418785#1  
frame61 #-0,07212591#0,6632681#3,80405#0,01511351#0,5172858#3,719387# -0,2091287#0,3873024#3,610165#-0,1009726#0,4649984#3,772761#-0,1592995#0,3390462#3,603361#-0,1394444#0,395341#3,752073#-0,04864666#0,3004127#3,45663#-0,2548596#0,186369#3,703106#0,03473037#0,4416795#3,593583#-0,1115002#0,3369147#3,783987#0,1333419#0,1561104#3,643479#0,1154803#0,0827302#3,597966#0,1640178#0,06670599#3,580605#0,08402985#0,02150504#3,590048#0,09091875#-0,2793542#3,681798#0,1493769#-0,3802254#3,765394#0,08135752#-0,6855267#3,745255#0,1483137#-0,5784658#3,473473#0,1180671#-0,6630483#3,63493#0,2078345#-0,6348521#3,43913#1  
frame62 #-0,08549131#0,6663411#3,829803#0,003722336#0,5222216#3,746589# -0,2160788#0,3788202#3,611737#-0,1123638#0,469934#3,799955#-0,1664125#0,3307218#3,604954#-0,1508355#0,4002767#3,779267#-0,05087449#0,3005992#3,460904#-0,2662507#0,1913047#3,730304#0,03526478#0,4394103#3,597369#-0,1228914#0,3418505#3,81119#0,1301465#0,1557571#3,645974#0,1114401#0,08291338#3,599947#0,1616592#0,06642973#3,579618#0,07694638#0,02180528#3,596509#0,09428888#-0,287824#3,686047#0,1469498#-0,3815425#3,763122#0,08294459#-0,6840112#3,745742#0,149541#-0,581646#3,469489#0,1192904#-0,6598331#3,636143#0,2040705#-0,634568#3,422544#1  
frame63 #-0,08235581#0,6643668#3,836528#0,003893847#0,5211323#3,746721# -0,2158653#0,3733298#3,612945#-0,1121923#0,4688448#3,800077#-0,1662791#0,325309#3,606174#-0,150664#0,3991875#3,779388#-0,04883746#0,3020427#3,462879#-0,2660792#0,1902155#3,730429#0,03672995#0,439626#3,600604#-0,1227199#0,3407612#3,811321#0,1284885#0,1553795#3,64645#0,1094426#0,08327338#3,599658#0,1600917#0,06618915#3,578277#0,07498063#0,02212755#3,595909#0,08687592#-0,3512002#3,705074#0,1511979#-0,3802623#3,760062#0,1753411#-0,565403#3,467457#0,1437095#-0,5784508#3,470692#0,101375#-0,6130751#3,415654#0,204092#-0,6344516#3,423005#1  
frame64 #-0,08154847#0,6641604#3,835607#0,004154738#0,520894#3,746476# -0,2184858#0,2974467#3,601678#-0,1119314#0,4686065#3,799823#-0,168976#0,2494999#3,594917#-0,1504031#0,3989492#3,779135#-0,04479642#0,3003451#3,464389#-0,2658183#0,1899772#3,730179#0,0372306#0,4397689#3,601789#-0,122459#0,3405229#3,811077#0,1274745#0,155427#3,646936#0,1081938#0,08366693#3,599931#0,1588347#0,06586734#3,580029#0,07288377#0,02356697#3,593706#0,08321482#-0,3509048#3,705095#0,1394867#-0,3730866#3,772274#0,1760283#-0,5680646#3,465419#0,1438611#-0,5779929#3,470742#0,1024945#-0,6154395#3,413626#0,2045079#-0,6347334#3,423137#1  
frame65 #-0,08156008#0,6637653#3,836304#0,004363433#0,5212232#3,747251# -0,2097064#0,2939849#3,607191#-0,1117227#0,4689357#3,800595#-0,160277#0,2461159#3,600441#-0,1501945#0,3992783#3,779906#-0,04389289#0,3010561#3,46551#-0,2656097#0,1903063#3,730951#0,03985241#0,4392282#3,602486#-0,1222503#0,340852#3,811851#0,1242444#0,1580834#3,651049#0,1044669#0,08722122#3,603818#0,1555922#0,06798199#3,574442#0,06853119#0,0225271#3,611286#0,09006485#-0,3472622#3,706978#0,1386893#-0,3794277#3,775502#0,1779812#-0,5717903#3,464196#0,1439339#-0,5762116#3,471166#0,1050684#-0,6187688#3,412275#0,1996829#-0,6316258#3,431272#1  
frame66 #-0,07282383#0,6739933#3,806597#0,009127335#0,5239078#3,735942# -0,1994206#0,3555042#3,614377#-0,1069588#0,4716203#3,789278#-0,1500761#0,3077174#3,607639#-0,1454305#0,401963#3,76859#-0,03106534#0,2912102#3,466162#-0,2608457#0,192991#3,719636#0,04222889#0,4378005#3,599013#-0,1174864#0,3435367#3,800542#0,123598#0,1578632#3,650087#0,1039314#0,08680561#3,602819#0,1545611#0,06734171#3,572424#0,0683664#0,02235212#3,610004#0,09070629#-0,3466578#3,707258#0,137854#-0,378529#3,775293#0,1744055#-0,5609755#3,476784#0,1438917#-0,5763352#3,471035#0,1024251#-0,6078041#3,424231#0,1994878#-0,6305968#3,435147#1  
frame67 #-0,07514916#0,6518719#3,800303#0,01954116#0,5097728#3,716634# -0,2091253#0,3220514#3,602185#-0,09654495#0,4574853#3,769936#-0,1587903#0,3115528#3,562679#-0,1350167#0,387828#3,749248#-0,007785387#0,2800567#3,457284#-0,2504319#0,178856#3,700306#0,05538709#0,4330681#3,585212#-0,1070725#0,3294017#3,781234#0,1312782#0,147932#3,64212#0,1119994#0,07699631#3,596139#0,166341#0,05445489#3,585965#0,07819515#0,01298936#3,57794#0,08576738#-0,3591972#3,706127#0,1388485#-0,3723027#3,77275#0,171691#-0,5747783#3,458722#0,01195249#-0,5457572#3,492272#0,1016304#-0,6214106#3,405031#0,1108449#-0,5891472#3,453321#1  
