frame1 #0,05362552#1,004908#3,648991#-0,004386277#0,8254374#3,669218# 0,09529204#0,6877391#3,561903#-0,1310211#0,2686463#3,413181#0,1630699#0,6510572#3,561907#-0,128394#0,3349259#3,452418#0,1683248#0,4595384#3,680503#-0,2334441#0,5021226#3,559418#0,1432425#0,6134855#3,667924#-0,1458637#0,7018756#3,586265#-0,01380378#0,4385135#3,674077#0,003998781#0,3700644#3,618533#0,07035245#0,2793172#3,630736#-0,05974533#0,3190927#3,58609#0,05061483#-0,251777#3,673751#-0,09294736#-0,2622752#3,413489#-0,07937327#-0,5714856#3,322844#-0,1004427#-0,6008482#3,299961#-0,04562847#-0,6231995#3,226412#-0,08847184#-0,6622576#3,225401#1  
frame38 #-0,1781029#0,9050026#3,456249#-0,09468769#0,6993851#3,422889# -0,1136034#0,1981692#3,06086#-0,5180222#0,4028215#3,639586#-0,05496909#0,2581433#3,105917#-0,4532511#0,3819591#3,621647#0,0610107#0,4596429#3,163815#-0,2656181#0,3376783#3,561549#-0,001939491#0,6450845#3,293808#-0,2539902#0,5833876#3,477781#-0,03716421#0,3386421#3,358467#-0,05989632#0,2774265#3,304314#-0,003570364#0,2335386#3,260129#-0,1079215#0,1997341#3,30572#0,05564748#-0,2189011#3,212607#-0,1108168#-0,2489025#3,228493#0,06966851#-0,5163417#3,462592#-0,04572022#-0,6026233#3,159113#0,0293155#-0,5652245#3,361357#-0,07021966#-0,6847265#3,137836#1  
frame39 #-0,2053591#0,8862801#3,435851#-0,11887#0,6616389#3,396525# -0,1072473#0,1806115#3,054087#-0,532367#0,4543084#3,557652#-0,05435523#0,2507716#3,093801#-0,4662179#0,4310833#3,544842#0,05790793#0,4518332#3,157017#-0,2748101#0,3591262#3,531657#-0,02495458#0,6541317#3,289395#-0,2781725#0,5456414#3,451417#-0,04917698#0,333651#3,346597#-0,06914902#0,2750374#3,293383#-0,01920736#0,2278496#3,228478#-0,1120031#0,1911081#3,303186#0,06014886#-0,2339528#3,164513#-0,1315479#-0,2550301#3,20745#0,08391467#-0,5373714#3,406048#-0,04272919#-0,6066949#3,159744#0,03269588#-0,5859746#3,309836#-0,07388727#-0,6846828#3,132764#1 
frame40 #-0,2212261#0,894556#3,439836#-0,1387963#0,6915358#3,407839# -0,1042715#0,1741673#3,045153#-0,5087913#0,5008982#3,514468#-0,05602942#0,2497317#3,083142#-0,4631554#0,461953#3,50271#0,05250482#0,4663087#3,142019#-0,2827983#0,3628581#3,505624#-0,04175078#0,6569089#3,285022#-0,2980988#0,5755383#3,462731#-0,05836023#0,3446827#3,340935#-0,07861911#0,2864295#3,285946#-0,02459676#0,2451358#3,213049#-0,1147747#0,1896088#3,302553#0,05143519#-0,2454695#3,114513#-0,1306968#-0,2563134#3,205565#0,08538503#-0,5309358#3,378766#-0,0445971#-0,604043#3,160137#0,03035734#-0,5853386#3,288002#-0,08307511#-0,6819573#3,145285#1  
frame41 #-0,2402338#0,8662064#3,439103#-0,1552312#0,6397874#3,388077# -0,1031663#0,1815838#3,030699#-0,5078974#0,5685683#3,445498#-0,05765333#0,2534921#3,077865#-0,463878#0,511699#3,445706#0,04356618#0,4723484#3,141107#-0,2919181#0,3264607#3,465652#-0,05535848#0,6625322#3,283666#-0,3145337#0,5237899#3,442969#-0,07145614#0,3416463#3,335658#-0,09033968#0,2875321#3,280589#-0,03609443#0,2422912#3,208874#-0,12274#0,1855131#3,296377#0,02096785#-0,1369814#2,969675#-0,1280055#-0,2578799#3,206624#0,05723069#-0,4298446#3,22822#-0,04489782#-0,6039914#3,16001#0,008595783#-0,5329406#3,193195#-0,08663759#-0,6800423#3,144418#1  
frame42 #-0,2565277#0,8793632#3,44963#-0,1750071#0,6788519#3,415898# -0,1115132#0,1976554#3,030942#-0,4852037#0,61906#3,390297#-0,07090361#0,2760742#3,071334#-0,4378527#0,5147691#3,381771#0,0230406#0,4974382#3,140481#-0,298147#0,3618267#3,44279#-0,06818289#0,663197#3,282864#-0,3343096#0,5628544#3,47079#-0,07297042#0,3282114#3,321895#-0,09144418#0,2652322#3,256777#-0,03312609#0,2381922#3,207281#-0,1319958#0,1673881#3,245854#-0,007867683#-0,02727234#2,840044#-0,07059295#-0,2697514#3,188722#0,1145204#-0,1967727#3,125324#-0,04946901#-0,5939789#3,160573#0,07418861#-0,3087454#3,129971#-0,1091787#-0,6402907#3,089744#1 
frame43 #-0,2694559#0,8187852#3,435328#-0,1680781#0,5980383#3,378422# -0,1142004#0,1960648#3,027975#-0,4402019#0,6168882#3,354769#-0,07319694#0,274565#3,067696#-0,4137329#0,5241865#3,343495#0,02080117#0,4953964#3,137657#-0,299394#0,2802822#3,419244#-0,09563914#0,6647336#3,28569#-0,3273805#0,4820408#3,433314#-0,04798124#0,3001087#3,287963#-0,06444996#0,2523591#3,231031#-0,002324156#0,2189258#3,173273#-0,08101409#0,1564612#3,22244#-0,04439306#0,1310488#2,72805#-0,0674138#-0,2837135#3,174608#0,06500293#-0,1332518#3,054402#-0,04948459#-0,6068778#3,157176#0,0386967#-0,2477223#3,074188#-0,1095895#-0,6532279#3,086704#1  
frame44 #-0,2684936#0,7805352#3,426672#-0,1721542#0,5569158#3,358614# -0,1255754#0,1979477#3,010511#-0,4270306#0,6326145#3,301622#-0,08382007#0,2759943#3,049373#-0,3991776#0,5421826#3,279773#0,01040664#0,4957979#3,120872#-0,421298#0,3493066#3,226197#-0,1049369#0,6635626#3,285638#-0,3314567#0,4409183#3,413506#-0,05133846#0,3018061#3,287367#-0,06710847#0,2569899#3,228642#-0,008826279#0,220799#3,163178#-0,08090934#0,1598588#3,222784#-0,08555242#0,2125163#2,714225#-0,06748422#-0,2799687#3,175053#0,05946019#-0,06169036#2,95779#-0,04950083#-0,6073828#3,156742#0,03741162#-0,1736224#2,992387#-0,1077093#-0,6538874#3,084664#1  
frame45 #-0,2175161#0,7297295#3,34489#-0,09038351#0,5305519#3,23281# -0,1090791#0,2022183#3,011061#-0,3672489#0,652764#3,304424#-0,006284177#0,3790925#3,097885#-0,3410341#0,5615668#3,28475#0,1266309#0,5967098#3,217882#-0,449208#0,3887413#3,292995#0,006602072#0,4796918#3,130031#-0,249686#0,4145544#3,287702#-0,02504621#0,2494662#3,178774#-0,04538658#0,2072509#3,122982#0,01005538#0,1613094#3,082041#-0,08397061#0,1320691#3,11736#-0,07033063#0,3920786#2,70193#-0,05928625#-0,3015344#3,172182#0,07514772#0,1169913#2,946388#-0,03629161#-0,6194735#3,143023#0,05173028#0,003420636#2,973287#-0,08257527#-0,6909122#3,120758#1  
frame46 #-0,3449255#0,7714933#3,41214#-0,263866#0,5706178#3,395618# -0,08216751#0,2555646#2,728981#-0,3854011#0,635761#3,194931#-0,04146058#0,2874009#2,778765#-0,3704883#0,5724647#3,225266#-0,07483681#0,4903537#2,977672#-0,342855#0,3708223#3,223165#-0,1122137#0,6699884#3,212595#-0,4231685#0,4546203#3,450511#-0,122812#0,3262443#3,260706#-0,1360473#0,2907398#3,195191#-0,04795954#0,2610227#3,139042#-0,1660404#0,19325#3,153672#-0,2675573#0,425333#2,782562#-0,02320161#-0,2787866#3,098237#-0,1215063#0,1491629#3,028088#-0,08015831#-0,63183#3,062965#-0,1096308#0,0304921#3,02959#-0,05926605#-0,7107851#3,029776#1  
frame47 #-0,324773#0,7344464#3,381403#-0,2302546#0,5129851#3,355583# -0,0708198#0,2840233#2,616377#-0,408467#0,580224#3,150161#-0,03004334#0,3159139#2,666246#-0,3935286#0,5168196#3,180548#-0,04157715#0,4713285#2,909173#-0,2629696#0,3624885#3,22534#-0,07860225#0,6123557#3,17256#-0,3895571#0,3969876#3,410475#-0,07980071#0,3034508#3,249325#-0,09041021#0,2714376#3,187369#0,05683124#0,1693879#3,207038#-0,1000192#0,1357604#2,987912#-0,1106923#0,3341174#2,823884#-0,01971063#-0,2814749#3,076397#0,03589877#0,0569261#3,070413#-0,08206721#-0,6278208#3,058155#0,01337815#-0,06042127#3,068988#-0,05827151#-0,7095835#3,034707#1  
frame48 #-0,3238599#0,7794683#3,29617#-0,2293414#0,558007#3,270348# -0,04329135#0,384337#2,502427#-0,3937102#0,5064543#3,129728#-0,00244863#0,4162795#2,552377#-0,3787477#0,4429469#3,160164#-0,04308884#0,5472919#2,807298#-0,2319274#0,320226#3,247089#-0,07768913#0,6573776#3,087325#-0,3886439#0,4420095#3,32524#-0,02436099#0,2521459#3,156649#-0,0219912#0,194353#3,090019#0,1153292#0,1728095#3,052454#-0,08285547#0,08180659#3,055759#-0,1421722#0,3963994#2,764447#0,0074801#-0,3454503#3,020895#0,004973099#0,1181601#3,012013#-0,08507124#-0,6285385#3,055258#-0,004203903#-0,001117006#3,016464#-0,05709156#-0,7092149#3,032069#1  
frame49 #-0,1431032#0,5893191#2,709162#-0,07885113#0,4292222#2,829737# -0,01823789#0,487956#2,209523#-0,4603677#0,3817899#3,309965#-0,008551642#0,4203343#2,410185#-0,4139609#0,3707785#3,261245#-0,07239538#0,388911#2,692037#-0,2747406#0,3377443#3,129512#0,06057344#0,3847148#2,875722#-0,2381536#0,3132247#2,884629#0,0283246#0,2309775#3,00016#0,05421838#0,1665847#2,988705#0,1814502#0,1249571#2,966183#-0,008013344#0,07992232#3,081831#-0,07713602#0,4308794#2,780406#0,001848131#-0,3494469#2,994186#0,06981453#0,1530083#3,027679#-0,08679031#-0,629618#3,050827#0,05162434#0,03491981#3,029883#-0,05599917#-0,7100157#3,031083#1  
frame50 #-0,1052276#0,6186076#2,551941#-0,07048061#0,4986794#2,684219# -0,05382399#0,6362346#2,161842#-0,3194613#0,2596682#3,176818#-0,04467545#0,5700096#2,278677#-0,2908492#0,316288#3,208952#-0,06434143#0,4583783#2,546234#-0,2363752#0,4253621#2,984882#0,06894396#0,454172#2,730204#-0,2297831#0,3826819#2,739111#-0,002111457#0,3641661#2,948423#0,02059358#0,2952262#2,970271#0,1381576#0,289268#3,031314#-0,06073896#0,2202459#3,017305#-0,05037729#0,5507094#2,725042#-2,051867E-05#-0,268609#2,988183#0,09716097#0,2717269#2,973502#-0,08716573#-0,6311804#3,047601#0,07771465#0,154364#2,982908#-0,05453586#-0,7118211#3,033031#1  
frame51 #-0,001821708#0,7030466#2,259261#-0,03732061#0,5957711#2,436599# -0,126579#0,7592612#2,119527#-0,2822104#0,2862488#3,057448#-0,06499976#0,6100475#2,361192#-0,2663401#0,3383677#2,978445#-0,01174609#0,4738491#2,611445#-0,246488#0,4303219#2,73174#0,033634#0,592055#2,392732#-0,1966231#0,4797736#2,491491#-0,03241947#0,400309#2,790023#-0,02390637#0,3172592#2,831812#0,03553519#0,3094095#2,978211#-0,07821947#0,2186296#2,831008#-0,1310967#0,5673411#2,656363#-0,0006450602#-0,2691027#2,986036#0,01702125#0,2872625#2,905905#-0,08805132#-0,6316366#3,045991#0,007574583#0,1694771#2,923511#-0,05381953#-0,7121549#3,034061#1  
frame52 #-0,06179512#0,7894496#2,238166#-0,07789411#0,6918213#2,422387# -0,09317248#0,6939347#2,296271#-0,2908964#0,1820007#3,176695#-0,07177048#0,6507358#2,347747#-0,281914#0,399715#2,943243#0,01525286#0,4773531#2,560307#-0,290967#0,5403057#2,718763#0,03376869#0,6792114#2,3993#-0,2371966#0,5758238#2,477279#-0,04112375#0,5005049#2,701913#-0,029563#0,4225391#2,723314#0,0628764#0,3384006#2,713436#-0,08726172#0,3131161#2,939157#-0,2097236#0,6580254#2,591117#-0,003660798#-0,2650267#2,980495#-0,0610916#0,3769748#2,841619#-0,09023573#-0,6304882#3,037257#-0,06419088#0,2601539#2,866089#-0,05754293#-0,7123893#3,040628#1  
frame53 #-0,08356522#0,807899#2,185067#-0,08695883#0,7355422#2,337584# -0,1414126#0,4144511#2,674085#-0,2892304#0,3812817#2,929564#-0,1051266#0,4481825#2,62715#-0,2888057#0,4429411#2,857432#0,003731341#0,5493768#2,500703#-0,2999686#0,5840682#2,633705#0,01471069#0,7282183#2,317649#-0,2462613#0,6195447#2,392476#-0,0471682#0,500376#2,700014#-0,03713985#0,4143952#2,732566#0,01443534#0,3936695#2,787345#-0,0907698#0,3392169#2,791048#-0,200593#0,6640106#2,511411#-0,01105279#-0,2128003#2,957185#-0,05147216#0,3820357#2,762892#-0,09120187#-0,6306255#3,034221#-0,05522495#0,2671086#2,79449#-0,05768949#-0,7117262#3,042505#1  
frame54 #-0,0862792#0,7469741#2,30652#0,01247539#0,6112049#2,446256# -0,2596428#0,6367399#2,414111#-0,2457157#0,2925247#3,053434#-0,2385298#0,5941243#2,464892#-0,2344054#0,3343362#2,972009#-0,05681173#0,5220478#2,539296#-0,2004744#0,4597706#2,742088#0,1141449#0,6038811#2,426321#-0,1468271#0,4952074#2,501148#-0,04009639#0,4922133#2,693182#-0,03476356#0,4138567#2,723039#0,009514547#0,3334059#2,721753#-0,1107538#0,3242572#2,913809#-0,2058609#0,6766763#2,555794#-0,007873714#-0,2470557#2,974878#-0,0562811#0,3938336#2,808147#-0,09144785#-0,6311405#3,032302#-0,05890948#0,277677#2,8344#-0,06106918#-0,7130746#3,043039#1  
frame55 #-0,1738839#0,7218807#2,173654#-0,07487583#0,5857631#2,313848# -0,2809309#0,6375647#2,455575#-0,1827075#0,3605122#2,812661#-0,2599065#0,5951279#2,506143#-0,1563227#0,406193#2,735179#-0,06921184#0,5212833#2,516412#-0,1023266#0,516414#2,50152#0,02679368#0,5784392#2,293914#-0,2341783#0,4697656#2,368741#-0,06769983#0,4628498#2,616549#-0,05516061#0,3921993#2,65242#0,01287236#0,3299481#2,680028#-0,1090738#0,3130015#2,867795#-0,223251#0,6776589#2,566413#-0,007652983#-0,2502947#2,970947#-0,07320732#0,393939#2,819629#-0,09225146#-0,6305985#3,030854#-0,07364469#0,27723#2,843828#-0,0621813#-0,7122924#3,04439#1  
frame56 #-0,1127779#0,6882645#2,146896#-0,08300862#0,5908544#2,324105# -0,2932617#0,6309602#2,478964#-0,2279611#0,2687105#2,80647#-0,2722582#0,5885653#2,529482#-0,1857825#0,3173755#2,831833#-0,0790953#0,5258572#2,521577#-0,125285#0,4075931#2,592021#0,01866089#0,5835305#2,30417#-0,2423111#0,4748569#2,378997#-0,04668633#0,41162#2,679862#-0,02855352#0,3305807#2,721252#0,05945462#0,2813462#2,726157#-0,09345032#0,2767358#2,868186#-0,1255931#0,6535587#2,598308#-0,00329417#-0,2858692#2,977103#0,02487305#0,36904#2,852306#-0,09343439#-0,6342369#3,028189#0,009350214#0,2535118#2,876519#-0,06559337#-0,7160484#3,044778#1  
frame57 #-0,08562583#0,500852#2,45473#-0,0578274#0,4503874#2,654596# -0,05562152#0,5420325#2,053721#-0,2882777#0,2234394#3,030256#-0,05274871#0,4321339#2,561677#-0,254567#0,2770071#3,058317#-0,05694348#0,3856129#2,848365#-0,2357858#0,4403771#2,85059#0,04384211#0,4430635#2,634661#-0,175769#0,4302439#2,609199#-0,0369432#0,2988799#2,847821#-0,02654324#0,2370328#2,852179#0,06031571#0,2223512#2,939301#-0,09923691#0,1551089#2,848029#-0,09609282#0,5043151#2,626333#-0,007622047#-0,2865335#2,976168#0,05477163#0,2190432#2,88112#-0,09142668#-0,6318465#3,023983#0,03625865#0,1031232#2,900934#-0,06891169#-0,7139525#3,04622#1  
frame58 #-0,1922237#0,4786006#2,507373#-0,1311836#0,3613438#2,652629# -0,03050445#0,393012#2,065445#-0,2715852#0,1667405#3,036569#-0,08645832#0,3106532#2,560186#-0,2592878#0,2256804#3,070423#-0,1302997#0,2965693#2,846473#-0,2875769#0,3692477#2,850878#-0,02951408#0,3540199#2,632694#-0,2491252#0,3412003#2,607232#-0,03114282#0,3000734#2,858692#-0,005206567#0,2412136#2,885354#0,142689#0,2432177#2,919673#-0,10254#0,1979263#2,937685#-0,08548462#0,4773286#2,623249#-0,01103124#-0,2844737#2,973817#0,06511857#0,1925507#2,87762#-0,09349665#-0,6323272#3,024583#0,04419619#0,07734521#2,897817#-0,08402988#-0,7259813#2,981986#1  
frame59 #-0,1786914#0,43355#2,351573#-0,101181#0,2772576#2,367171# -0,1651777#0,4607052#2,310107#-0,2293299#0,1309948#2,9017#-0,1435612#0,3993199#2,332659#-0,2284796#0,1602551#2,814847#-0,07158191#0,2973721#2,507304#-0,2259286#0,2480361#2,568535#0,0004884973#0,2699338#2,347236#-0,2191227#0,2571142#2,321773#-0,05316669#0,1424071#2,748439#-0,03842138#0,07133411#2,806026#0,04032714#0,07066803#2,91667#-0,0991426#0,01284995#2,817347#-0,1884683#0,3347692#2,653746#0,0006745458#-0,3494987#3,00969#-0,03833041#0,0508711#2,907355#-0,09350075#-0,6322409#3,02434#-0,04478272#-0,06530756#2,928935#-0,07883247#-0,7179837#3,033506#1  
frame60 #-0,2162296#0,4150376#2,373168#-0,1822989#0,2589337#2,420989# -0,2324677#0,3626971#2,332297#-0,2299819#0,1616136#2,963004#-0,210905#0,3014646#2,354794#-0,2420929#0,1772232#2,873829#-0,1521854#0,1986009#2,554679#-0,2784259#0,2240519#2,620489#-0,09317978#0,2228857#2,390309#-0,3002405#0,2387903#2,375592#-0,1042998#0,1841349#2,72399#-0,09095649#0,1230357#2,769944#-0,02366424#0,06583545#2,824399#-0,08970332#0,07825493#2,966707#-0,07912828#0,4488634#2,627365#-0,02054125#-0,3436832#2,972644#0,07052088#0,1658895#2,880173#-0,0935275#-0,6322561#3,02406#0,05025183#0,05190536#2,902148#-0,07310386#-0,715464#3,039728#1  
frame61 #-0,3250087#0,6651649#3,032609#-0,2543333#0,5048617#3,046615# -0,07890758#-0,1926392#2,223698#-0,3018169#0,4065755#3,5897#-0,07444987#-0,1316842#2,255622#-0,3139262#0,4217708#3,500314#-0,06107676#0,05118094#2,365584#-0,3502544#0,4673568#3,246346#-0,1888403#0,2675384#2,431609#-0,3722749#0,4847183#3,001218#-0,02746218#0,2476861#2,935278#-0,0235041#0,1690869#2,913499#0,05251592#0,07738958#2,836777#-0,0113314#0,132495#2,933941#-0,1450336#0,3985063#2,621063#-0,02778241#-0,339398#2,976178#0,004813746#0,1151575#2,874233#-0,09475974#-0,6374334#3,025544#-0,007362772#0,0002677962#2,898812#-0,06554076#-0,7186086#3,038924#1  
frame62 #-0,3003697#0,6227593#3,023686#-0,243703#0,4540141#3,029943# -0,1221396#-0,2706665#2,32547#-0,2911344#0,3556644#3,573449#-0,07264935#-0,223517#2,335095#-0,3032532#0,3708728#3,484006#-0,08448865#0,0445068#2,407831#-0,3396098#0,4164979#3,229861#-0,1908181#0,2855254#2,513195#-0,3616447#0,4338707#2,984546#-0,05932993#0,2528388#2,926541#-0,07214363#0,1908105#2,898496#0,0269723#0,05628338#2,941839#-0,001314751#0,06461107#2,71089#-0,1381952#0,3127713#2,628265#-0,02800745#-0,33909#2,976657#0,0118416#0,02906442#2,8818#-0,09590857#-0,6373492#3,025988#-0,002723614#-0,08539858#2,907727#-0,06327449#-0,7172604#3,039774#1  
frame63 #-0,2826988#0,6168925#2,986407#-0,2449842#0,4570876#3,027877# -0,1488267#-0,04828161#2,507107#-0,2926104#0,3589749#3,569998#-0,09960463#-0,001387477#2,51668#-0,3046939#0,3741346#3,480768#-0,1135663#0,2469395#2,645617#-0,3409444#0,4196135#3,227221#-0,1253975#0,4471686#2,859943#-0,3629259#0,4369441#2,982479#-0,1407941#0,1615126#2,814921#-0,1397701#0,1286727#2,739369#-0,0616609#0,08614516#2,612747#-0,170339#0,02387194#2,735595#-0,2825418#0,1477652#2,2391#-0,02891626#-0,3029085#2,440895#-0,1328593#-0,1352719#2,49206#-0,0738158#-0,5054852#2,784976#-0,1716568#-0,2045334#2,427157#-0,1126133#-0,5747467#2,720073#1  
frame64 #-0,2542329#0,5576581#2,887276#-0,2203343#0,3991509#2,932268# -0,3044248#0,01576875#2,398936#-0,2681689#0,3012915#3,472903#-0,2554674#0,06241074#2,408457#-0,2802146#0,3163991#3,383903#-0,07848279#0,1826421#2,592463#-0,3163517#0,361722#3,130996#-0,09101184#0,3850765#2,803193#-0,338276#0,3790075#2,886871#-0,1023166#0,1152877#2,832719#-0,09470135#0,07736325#2,770376#0,00170411#-0,02833862#2,818278#-0,0998921#-0,05056596#2,594702#-0,2251846#0,12716#2,479088#-0,03638605#-0,4423703#2,426328#-0,05929989#-0,2473253#2,563891#-0,03953555#-0,4524745#2,823273#-0,08672152#-0,3364092#2,492254#-0,06973507#-0,5032708#2,739862#1  
frame65 #-0,2799745#0,5857282#2,962692#-0,2459512#0,4266376#3,007988# -0,2974652#0,03501765#2,456584#0,07073703#-0,05314049#2,836215#-0,2484993#0,08166765#2,466107#0,009949788#0,01412357#2,846399#-0,0755805#0,1464536#2,562824#-0,172412#0,2159158#2,891049#-0,04531219#0,3020071#2,733062#-0,3638929#0,4064941#2,96259#-0,117699#0,2079288#2,882761#-0,1147336#0,1874558#2,819083#0,02547917#0,01382379#2,870481#-0,118591#0,1125408#2,556733#-0,159361#-0,1326065#2,457832#-0,05087636#-0,3063542#2,565339#-0,09348989#-0,537101#2,375115#-0,01246062#-0,5033244#2,913881#-0,1425113#-0,5930381#2,329752#-0,05517121#-0,5593424#2,839431#1  
frame66 #-0,2860703#0,6197494#2,9217#-0,2521246#0,4610215#2,966778# -0,2811172#0,02634078#2,494839#0,06408556#-0,01822694#2,795066#-0,2321432#0,07299855#2,504363#0,003363952#0,04895835#2,805242#-0,06670519#0,1627868#2,591955#-0,1788009#0,2505142#2,849876#-0,1090688#0,3755228#2,786045#-0,3700663#0,4408781#2,92138#-0,08716735#0,1427679#2,773953#-0,07014173#0,1063651#2,694887#0,001481244#0,06806219#2,657241#-0,0950593#0,05364642#2,659133#-0,1472587#-0,2822992#2,446081#-0,0324099#-0,3140143#3,017394#-0,1051775#-0,6000122#2,353798#-0,003766136#-0,6262376#2,987732#-0,1587943#-0,6640868#2,308264#0,02483406#-0,5208545#2,965984#1  
frame67 #-0,2631142#0,6281834#2,859758#-0,2292615#0,4698905#2,904737# -0,2964022#0,06030485#2,516544#0,08585062#-0,008141957#2,733348#-0,2474202#0,1069702#2,52607#0,02527981#0,05886246#2,743506#-0,0705297#0,1787334#2,604786#-0,1564326#0,2598757#2,78804#-0,1116671#0,3795018#2,779498#-0,3472032#0,4497471#2,85934#-0,1059752#0,14934#2,75763#-0,08738394#0,1140777#2,680928#-0,01849867#0,07088428#2,659899#-0,1281646#0,0765213#2,627752#-0,140489#-0,3307335#2,460912#-0,04907531#-0,3786843#2,95247#-0,1037357#-0,6305707#2,354251#-0,07486574#-0,6897275#2,915315#-0,1750903#-0,6905763#2,319648#-0,09202819#-0,6877748#2,79971#1  
frame68 #-0,2573208#0,6593986#2,849028#-0,2235647#0,5015574#2,8939# -0,1869352#0,007041115#2,522812#0,090421#0,02477171#2,72284#-0,1379452#0,05371414#2,532339#0,03000492#0,0915907#2,73298#-0,07239886#0,2270023#2,624324#-0,1512433#0,2920476#2,777413#-0,09197932#0,4476002#2,809664#-0,3415064#0,4814139#2,848503#-0,1079968#0,1530911#2,751955#-0,08729458#0,1144991#2,676546#-0,01909486#0,07254718#2,652261#-0,1260563#0,07178105#2,630106#-0,1260611#-0,3511395#2,477551#-0,04217356#-0,3787729#2,957126#-0,0973892#-0,6583512#2,370784#-0,06785785#-0,6885359#2,920104#-0,1706578#-0,7015736#2,338015#-0,08334111#-0,6893744#2,804612#1  
frame69 #-0,3138511#0,7677133#2,863177#-0,2266531#0,5848094#2,879431# -0,1682296#0,1175757#2,561373#0,086432#0,1090203#2,708641#-0,1192311#0,1642568#2,570902#0,02613963#0,1756911#2,718767#-0,2200305#0,413586#2,621187#-0,1547374#0,3757035#2,763116#-0,1945657#0,5782307#2,774482#-0,3445948#0,564666#2,834033#-0,0860638#0,2268949#2,740626#-0,07897418#0,1744855#2,66767#-0,03271886#0,139555#2,668962#-0,1008544#0,1416902#2,629121#-0,1231656#-0,34946#2,487497#-0,02116221#-0,311105#2,95188#-0,08328143#-0,6598482#2,385265#-0,04674336#-0,6196241#2,914975#-0,1451147#-0,7139468#2,360109#-0,06520823#-0,6342459#2,801136#1  
frame70 #-0,3047326#0,7960575#2,818002#-0,2244747#0,624624#2,848692# -0,1543894#0,07625315#2,538366#0,08757362#0,1499817#2,678206#-0,1053829#0,1229418#2,547897#0,02742371#0,216482#2,688316#-0,2319555#0,3552103#2,589875#-0,153026#0,4159828#2,732571#-0,1891983#0,5804304#2,725026#-0,3424163#0,6044805#2,803294#-0,07846938#0,23956#2,738864#-0,07312855#0,180145#2,667083#-0,02411664#0,1540076#2,617362#-0,07200434#0,1334447#2,675583#-0,122619#-0,3458739#2,490645#0,02084828#-0,3154265#2,997661#-0,08207771#-0,6613528#2,387854#-0,004624048#-0,6226333#2,960883#-0,1441194#-0,7138756#2,360768#-0,02095448#-0,639014#2,847291#1  
frame71 #-0,3110362#0,8556232#2,755842#-0,2506385#0,7225524#2,823138# -0,1477#0,07274688#2,527856#0,06071502#0,2486785#2,65287#-0,0986865#0,1194422#2,537388#0,0006605983#0,3150645#2,662968#-0,2353819#0,3525228#2,545954#-0,1795027#0,5142227#2,707155#-0,182622#0,5651597#2,666149#-0,3685801#0,702409#2,777741#-0,1385571#0,2593578#2,775867#-0,1423564#0,1724297#2,719099#-0,09101294#0,114#2,69714#-0,173634#0,1289153#2,719204#-0,1242859#-0,3371611#2,491895#-0,162713#-0,2716415#3,106765#-0,08004108#-0,661442#2,390455#-0,1880785#-0,5775594#3,070093#-0,1413494#-0,7134792#2,361316#-0,1723669#-0,5984877#2,957371#1  
frame72 #-0,288738#0,8470411#2,70451#-0,2280444#0,7123719#2,768556# -0,1454738#0,0680829#2,526524#0,0826832#0,2391899#2,598486#-0,09645289#0,1147854#2,536057#0,02271479#0,3054731#2,608574#-0,2297274#0,3414384#2,489179#-0,1571904#0,5043228#2,652699#-0,1726785#0,5444437#2,61012#-0,345986#0,6922285#2,723159#-0,1270212#0,2634169#2,757483#-0,136851#0,1740769#2,707828#-0,08701854#0,1069263#2,645552#-0,1643648#0,1257648#2,723341#-0,1252396#-0,3369307#2,486738#-0,1543494#-0,2874973#3,096354#-0,07930647#-0,6611353#2,39063#-0,1796136#-0,5921931#3,059782#-0,1400825#-0,7133889#2,361152#-0,1643539#-0,6110719#2,94682#1  
frame73 #-0,2671497#0,82983#2,645111#-0,2174279#0,6932459#2,713104# -0,3642864#0,1384627#2,51228#0,09259528#0,2208423#2,543251#-0,3271276#0,1851124#2,441821#0,0327237#0,2870098#2,553328#-0,2087034#0,3437042#2,433854#-0,1468911#0,4855124#2,597385#-0,1519012#0,5300742#2,566598#-0,3353696#0,6731025#2,667706#-0,1281822#0,2521286#2,739337#-0,1370894#0,1631792#2,697834#-0,08626105#0,1007851#2,651258#-0,1685812#0,1165186#2,71773#-0,1269569#-0,334709#2,475842#-0,1494257#-0,3018694#3,083204#-0,07889111#-0,6619548#2,389683#-0,1745914#-0,6053786#3,046734#-0,1400533#-0,7141722#2,361406#-0,1592521#-0,6223058#2,933684#1  
frame74 #-0,2538875#0,8197817#2,591032#-0,2021426#0,6766055#2,661309# -0,3627778#0,1563947#2,525368#0,1070933#0,2050717#2,491695#-0,3113285#0,1959094#2,460005#0,04732993#0,2711099#2,501759#-0,1921241#0,3332207#2,393563#-0,1319602#0,4692246#2,545742#-0,1314232#0,5205151#2,523889#-0,3200843#0,656462#2,615912#-0,1216274#0,2717066#2,722885#-0,1283834#0,1862006#2,690971#-0,06379681#0,09404743#2,623537#-0,1705425#0,177058#2,761241#-0,1263012#-0,3353851#2,466866#-0,1515496#-0,2725993#3,087087#-0,07871892#-0,6624362#2,389098#-0,176621#-0,5749711#3,050722#-0,1392984#-0,7151051#2,360929#-0,1609106#-0,5966128#2,938773#1  
