frame1 #0,04797318#0,9895168#3,517076#-0,00815396#0,8079355#3,565327# 0,03762011#0,4760563#3,27061#-0,2176751#0,2668344#3,458651#0,03220759#0,5199093#3,320993#-0,2309242#0,3254276#3,476716#0,1825954#0,5139036#3,447882#-0,2706714#0,5012071#3,544826#0,1641827#0,6731151#3,589005#-0,1418076#0,6993605#3,503159#-0,008055218#0,4356314#3,575233#0,009184649#0,3695587#3,521801#0,08089305#0,2913288#3,53586#-0,05680262#0,3031393#3,488787#0,0512359#-0,220549#3,584054#-0,1198941#-0,2427648#3,234087#-0,03478785#-0,566195#3,552817#-0,1217842#-0,608567#3,181313#-0,06941114#-0,5960722#3,449121#-0,09539497#-0,653509#3,097671#1  
frame38 #-0,216708#0,7001221#2,299263#-0,07503454#0,6773523#2,372644# -0,1486172#0,7562113#2,22604#-0,2373296#0,5331099#2,869358#-0,1873886#0,7111447#2,25725#-0,2036865#0,5488855#2,787625#-0,0867933#0,5395893#2,45359#-0,1027571#0,5962122#2,557118#0,07899889#0,6368021#2,430496#-0,2323396#0,5503224#2,44195#-0,0776403#0,4586439#2,647434#-0,0704435#0,3826932#2,672587#0,005741667#0,261575#2,661232#-0,1430397#0,2734697#2,906931#-0,334902#0,07706089#2,508232#-0,05651278#-0,2741938#2,844134#-0,4266598#0,1461284#2,877162#-0,1378254#-0,6356894#2,862782#-0,3895116#0,04097159#2,872889#-0,1173531#-0,7084531#2,829747#1  
frame39 #-0,2960231#0,656175#2,419144#-0,154219#0,6333842#2,492741# -0,2170902#0,6159979#2,389754#-0,3255509#0,5045388#2,987482#-0,1290693#0,6052974#2,407907#-0,2897059#0,5164449#2,906207#-0,06617443#0,4338152#2,619865#-0,1821709#0,5521629#2,677032#-0,04349056#0,6298351#2,481616#-0,311524#0,5063543#2,562047#-0,1189538#0,4223094#2,738153#-0,1085849#0,3522445#2,759111#-0,03706675#0,3459353#2,838652#-0,1620234#0,247169#2,779298#-0,270033#0,1541972#2,505346#-0,05769606#-0,2947299#2,84435#-0,3610506#0,185839#2,87837#-0,1396389#-0,6334376#2,856842#-0,3331755#0,07799629#2,873988#-0,1196748#-0,7039312#2,81915#1  
frame40 #-0,2461556#0,7896022#2,253607#-0,1643874#0,72692#2,364392# -0,2671058#0,7013335#2,294317#-0,3044459#0,5566225#2,861108#-0,2062197#0,714797#2,318288#-0,2765252#0,578854#2,779218#-0,1314413#0,5474869#2,52848#-0,1927631#0,6455486#2,548203#-0,04851893#0,7135205#2,470233#-0,3216925#0,5998901#2,433697#-0,1443446#0,4754046#2,690522#-0,1249896#0,3971645#2,731476#-0,06048439#0,385399#2,823132#-0,1761008#0,2993081#2,756555#-0,2692877#0,1560168#2,506506#-0,06924767#-0,2413198#2,83545#-0,3618969#0,1811395#2,878883#-0,1449546#-0,6325567#2,850432#-0,3339107#0,07342391#2,874413#-0,1194737#-0,7064188#2,824497#1  
frame41 #-0,2469198#0,7909451#2,247802#-0,1733979#0,7325081#2,365155# -0,2286403#0,7420611#2,29215#-0,4370667#0,4681194#3,1662#-0,1412212#0,72981#2,313729#-0,2810662#0,5113082#2,782953#-0,1322046#0,548201#2,525387#-0,1944622#0,5800519#2,553394#-0,05526303#0,7730679#2,430133#-0,330703#0,6054782#2,434461#-0,1457271#0,4835677#2,665218#-0,1233397#0,4087479#2,693184#-0,05749197#0,3882947#2,79267#-0,166961#0,30399#2,715215#-0,2707717#0,1566137#2,503847#-0,07029283#-0,2318119#2,829179#-0,3678574#0,1775883#2,879274#-0,1466494#-0,6318472#2,846168#-0,3392001#0,0696203#2,875021#-0,1222564#-0,7087057#2,828148#1  
frame42 #-0,2414888#0,7956245#2,241881#-0,1869768#0,7289818#2,36402# -0,2460727#0,7312589#2,293125#-0,3114265#0,5368227#2,789941#-0,1597334#0,7184032#2,319692#-0,2824253#0,4786428#2,771986#-0,1567098#0,5336568#2,5283#-0,1996496#0,5799606#2,552912#-0,07838731#0,7249918#2,461545#-0,3442819#0,6019519#2,433326#-0,1483303#0,4392908#2,676187#-0,1251663#0,3557043#2,715974#-0,03631666#0,3030663#2,734888#-0,1893886#0,2848569#2,809922#-0,1804453#-0,04792178#2,557084#-0,06685277#-0,2585208#2,839545#-0,3723786#0,0526567#2,883429#-0,1492152#-0,6339476#2,843217#-0,3393593#-0,05415665#2,878554#-0,1299319#-0,7140633#2,836063#1  
frame43 #-0,2235047#0,7956761#2,236503#-0,2107041#0,7237405#2,365358# -0,1918518#0,7376713#2,211966#-0,4313593#0,4677814#3,162506#-0,192385#0,6796431#2,279878#-0,2796638#0,4779031#2,762468#-0,1939847#0,5055586#2,498296#-0,192074#0,5268883#2,528665#-0,08573201#0,7272162#2,452775#-0,3680091#0,5967106#2,434664#-0,146899#0,4341909#2,671143#-0,1243572#0,3531432#2,710908#-0,03545494#0,3000127#2,730233#-0,1838736#0,2797631#2,800486#-0,1821536#-0,0503754#2,556581#-0,06736922#-0,2625218#2,83807#-0,3755474#0,05065714#2,886058#-0,1523394#-0,6359199#2,842772#-0,3420135#-0,05623451#2,880964#-0,129418#-0,7153022#2,836165#1  
frame44 #-0,2244633#0,741078#2,230503#-0,2367879#0,6792364#2,363602# -0,2613011#0,8300974#2,071997#-0,4386173#0,459061#3,156222#-0,1994741#0,6400212#2,276869#-0,2883123#0,4329325#2,788803#-0,2082512#0,4674215#2,496199#-0,1929224#0,4594017#2,554608#-0,1083327#0,6891003#2,441556#-0,3940929#0,5522065#2,432908#-0,162663#0,4253766#2,658976#-0,1395589#0,3515047#2,699963#-0,05109291#0,2919406#2,721143#-0,1902991#0,2791066#2,800469#-0,1842433#-0,06420684#2,551854#-0,06847778#-0,2602876#2,836668#-0,3771141#0,03681155#2,881154#-0,1534539#-0,6362318#2,843761#-0,3427609#-0,06990515#2,876698#-0,1296805#-0,7152249#2,835266#1  
frame45 #-0,2336687#0,7330674#2,210055#-0,2460093#0,6711447#2,34337# -0,2552344#0,763979#2,06279#-0,4610754#0,5352269#3,178333#-0,1893447#0,6644997#2,170709#-0,283524#0,5341666#2,676214#-0,1890133#0,4947575#2,391935#-0,2002314#0,5668015#2,438991#-0,11869#0,679412#2,420089#-0,4033144#0,5441148#2,412676#-0,1811737#0,403519#2,65937#-0,1587654#0,3293264#2,705065#-0,08231989#0,2925298#2,74688#-0,2180575#0,2523037#2,76779#-0,2043898#-0,05278632#2,548479#-0,06445836#-0,2740822#2,834591#-0,3944315#0,04927144#2,878336#-0,1540524#-0,6370311#2,844089#-0,3583854#-0,05687882#2,874347#-0,1280228#-0,7133359#2,789183#1  
frame46 #-0,2373992#0,6105424#2,216348#-0,1941364#0,5554262#2,347309# -0,3149447#0,6795302#2,062638#-0,4562766#0,461478#3,124407#-0,2492204#0,6647838#2,067461#-0,2958768#0,4090304#2,819468#-0,06269726#0,5566707#2,128583#-0,1741692#0,4167396#2,596082#-0,06671476#0,5635471#2,424748#-0,3118238#0,5479339#2,530372#-0,100163#0,3535808#2,692079#-0,08675332#0,2875603#2,748332#-0,01720836#0,3015133#2,832869#-0,1260376#0,1981225#2,772669#-0,07254064#0,1343457#2,449115#-0,06258295#-0,2850172#2,834109#-0,2633619#0,2356031#2,778085#-0,1548557#-0,6386983#2,844412#-0,2496067#0,1247028#2,787084#-0,1683868#-0,7264844#2,80423#1  
frame47 #-0,3331353#0,5515014#2,547267#-0,224098#0,4272892#2,621147# -0,3103591#0,5372714#2,09588#-0,4468777#0,3991666#3,070633#-0,1913428#0,4898744#2,184277#-0,3566511#0,3433221#2,843298#-0,05484271#0,406244#2,41297#-0,2685243#0,3503075#2,605672#-0,06725129#0,3845139#2,707815#-0,3417853#0,4197969#2,804209#-0,1470753#0,2180773#2,776198#-0,1410857#0,1610292#2,789536#-0,02425655#0,1165809#2,866976#-0,2219032#0,08997077#2,778798#-0,05469827#-0,1354476#2,532481#-0,06254642#-0,2857983#2,833785#-0,2453271#-0,03429229#2,861174#-0,1552062#-0,6391677#2,842957#-0,228956#-0,1452085#2,859505#-0,1824087#-0,7108713#2,782743#1  
frame48 #-0,333394#0,5567647#2,549577#-0,307629#0,3912748#2,593213# -0,2621584#0,3539391#2,154806#-0,3675681#0,2247258#3,06701#-0,2094816#0,3411579#2,225929#-0,347054#0,2315868#2,817798#-0,05145133#0,302814#2,453906#-0,3517888#0,3140402#2,577165#-0,04250008#0,34054#2,748037#-0,4253164#0,3837825#2,776276#-0,1475021#0,1375654#2,759705#-0,1185021#0,07385272#2,775422#0,0350013#0,04295705#2,795953#-0,191057#-0,03111202#2,826625#-0,2393438#-0,1317085#2,533066#-0,02964169#-0,4056631#2,844755#-0,431117#-0,0299459#2,863949#-0,1559693#-0,6389194#2,841721#-0,3861614#-0,1332721#2,862254#-0,142881#-0,7211741#2,840654#1  
frame49 #-0,3778642#0,4825025#2,59673#-0,2714257#0,3136806#2,529967# -0,3154405#0,268233#2,272368#-0,2625276#0,05333795#3,059749#-0,2543254#0,2457657#2,306376#-0,2903426#0,104115#3,028006#-0,0709801#0,1783637#2,42296#-0,3737878#0,2564461#2,947336#-0,09355822#0,3099025#2,640769#-0,389113#0,3061883#2,71303#-0,1056629#0,09710179#2,762206#-0,07641681#0,03579073#2,79531#0,02915216#0,03633935#2,798171#-0,1089696#-0,04885966#2,872981#-0,2277548#-0,1751504#2,549486#-0,0545959#-0,4509464#2,828213#-0,4192718#-0,07352378#2,879981#-0,1587626#-0,6387872#2,843346#-0,3733771#-0,1762895#2,875161#-0,1365391#-0,7172484#2,826528#1  
frame50 #-0,4181857#0,4369202#2,608343#-0,326872#0,2730241#2,552696# -0,3136926#0,05234252#2,379115#-0,2397333#0,06807312#3,046827#-0,2610357#0,0644265#2,41727#-0,2826166#0,1111315#3,020719#-0,1030649#0,1006785#2,546283#-0,4112663#0,2403065#2,956944#-0,1253964#0,3455625#2,649086#-0,4445594#0,2655318#2,735759#-0,113651#0,1006561#2,756613#-0,07841669#0,04975357#2,784443#0,04105275#0,0392395#2,782321#-0,1034621#-0,02465859#2,8719#-0,2100523#-0,1845771#2,542202#-0,07704428#-0,3431633#2,842601#-0,4024332#-0,08249205#2,874345#-0,1588886#-0,6387945#2,843319#-0,3583018#-0,1861533#2,87052#-0,1362429#-0,717285#2,826921#1  
frame51 #-0,3915944#0,6976125#3,019949#-0,2997606#0,532783#2,964194# -0,2155498#-0,1645756#2,539898#-0,2871448#-0,02011185#2,935218#-0,1889898#-0,104888#2,554415#-0,3231991#0,05850746#2,941855#-0,1093097#0,07417494#2,612524#-0,431362#0,2943654#2,976326#-0,121449#0,3449298#2,659214#-0,417448#0,5252907#3,147257#-0,121298#0,1591138#2,881554#-0,1050749#0,07858507#2,858918#0,007660389#0,01727286#2,834312#-0,1571637#-0,001589808#2,846195#-0,1887357#-0,13525#2,498624#-0,07756724#-0,3372358#2,843921#-0,3819644#-0,0327151#2,832331#-0,1585887#-0,6379572#2,843417#-0,3434969#-0,1393377#2,83569#-0,1374634#-0,7173829#2,826968#1  
frame52 #-0,349096#0,6303564#3,020387#-0,2593403#0,482006#2,893285# -0,1206813#-0,2050902#2,622644#-0,1702627#0,08632433#2,658683#-0,1348335#-0,1316028#2,615126#-0,2172154#0,1269599#2,683291#-0,1772899#0,08885935#2,607121#-0,3562369#0,3250632#2,821655#-0,1308537#0,3489389#2,699746#-0,3770277#0,4745137#3,076347#-0,1279694#0,1737944#2,78712#-0,1207759#0,1097555#2,75777#-0,02804244#0,04570407#2,790792#-0,1611104#0,0330383#2,668#-0,2103171#-0,1648675#2,482024#-0,07966416#-0,3367934#2,843869#-0,4043182#-0,06192268#2,817195#-0,160112#-0,6389527#2,844604#-0,3608242#-0,1667438#2,822968#-0,1329537#-0,7155013#2,823227#1  
frame53 #-0,3416429#0,621256#2,991865#-0,2474483#0,4476069#2,85515# -0,08430795#-0,2200342#2,614163#-0,2687129#0,07215001#2,61108#-0,05629057#-0,1594282#2,604302#-0,2691518#0,06675838#2,622281#-0,1531013#0,08468333#2,622868#-0,3545298#0,2579982#2,809075#-0,1313336#0,3491811#2,707131#-0,3651357#0,4401146#3,038213#-0,1427235#0,1724606#2,780816#-0,1431355#0,1137991#2,752632#-0,08046788#-0,001025908#2,808095#-0,1848143#0,08435725#2,639427#-0,06346161#-0,2098577#2,447648#-0,08567917#-0,3400634#2,845792#-0,2842363#-0,08158877#2,757479#-0,1606887#-0,6429317#2,845364#-0,2598559#-0,1909117#2,775126#-0,1251196#-0,7132987#2,816948#1  
frame54 #-0,3497875#0,6420767#2,999565#-0,2560197#0,4811593#2,920928# -0,06767806#-0,203595#2,572807#-0,07385825#-0,05388147#2,640891#-0,0878721#-0,1144619#2,584084#-0,2001368#0,086064#2,743978#-0,1544842#0,1415799#2,626835#-0,3420842#0,2754052#2,892264#-0,1338238#0,3474709#2,713656#-0,373707#0,473667#3,10399#-0,1617166#0,1457264#2,816203#-0,1623806#0,0780426#2,787682#-0,08483991#-0,01893054#2,821834#-0,2031303#0,03400569#2,692205#0,06821117#-0,2668202#2,525719#-0,1299756#-0,3650159#2,844588#-0,1528332#-0,1383946#2,835994#-0,1642714#-0,6751486#2,848137#-0,1539746#-0,2520015#2,843359#-0,1029543#-0,6545255#2,79432#1  
frame55 #-0,3431802#0,6153169#2,955996#-0,2518503#0,4091672#2,801317# -0,09393565#-0,2124517#2,572405#-0,2306296#-0,03672518#2,610007#-0,1240635#-0,125469#2,578404#-0,2488128#-0,01359598#2,62667#-0,2128945#0,1309971#2,610554#-0,3545984#0,19548#2,779246#-0,1483458#0,3546858#2,726667#-0,3695377#0,4016749#2,98438#-0,187513#0,09068696#2,772393#-0,1917487#0,02660451#2,755535#-0,1275356#-0,04625646#2,791765#-0,2370137#-0,02114396#2,700311#0,1165845#-0,2689746#2,544453#-0,1276146#-0,3747668#2,848331#-0,1046528#-0,1404369#2,855078#-0,1582101#-0,6852257#2,855057#-0,1162447#-0,2538526#2,857481#-0,127588#-0,6401497#2,790758#1  
frame56 #-0,3445988#0,6354491#2,966229#-0,2359172#0,4767701#2,852376# -0,2803595#-0,1749861#2,607468#-0,1901091#-0,04206429#2,660914#-0,3105672#-0,08777277#2,613483#-0,2203691#0,0326816#2,702574#-0,158998#0,1379092#2,612518#-0,311149#0,2569193#2,842007#-0,1514247#0,3513977#2,725086#-0,3536046#0,4692778#3,035438#-0,1780407#0,09012665#2,776533#-0,183207#0,02092836#2,758096#-0,1206183#-0,05007219#2,777912#-0,2221146#-0,02300151#2,722966#0,1052015#-0,3029811#2,542686#-0,1622751#-0,344182#2,845963#0,1547436#-0,5805348#2,379543#-0,1561102#-0,6230168#2,843914#0,09349646#-0,599941#2,474069#-0,2307277#-0,6691076#2,797166#1  
frame57 #-0,3585929#0,6500637#2,970224#-0,2334283#0,5158657#2,880269# -0,2187478#-0,1357533#2,603976#-0,2044518#-0,007476896#2,684785#-0,2490081#-0,04838815#2,610001#-0,2304976#0,06836483#2,727417#-0,1432101#0,1394129#2,614892#-0,3086351#0,29589#2,869779#-0,1750003#0,3573565#2,732803#-0,3511157#0,5083734#3,063332#-0,1743325#0,08822587#2,770308#-0,1775739#0,006006733#2,737297#-0,1403497#-0,058105#2,718187#-0,207366#-0,03456701#2,713647#0,2006338#-0,0866084#2,487491#-0,1759442#-0,3509508#2,852051#0,04038424#-0,4793713#2,480893#-0,1307445#-0,5757563#2,834325#-0,03803005#-0,5246773#2,440047#-0,1535212#-0,6593736#2,843247#1  
frame58 #-0,3647506#0,7112104#2,996523#-0,2489533#0,5653479#2,91483# -0,2418768#-0,1605939#2,607167#-0,2242677#0,03910229#2,718971#-0,2722652#-0,072859#2,613218#-0,2492175#0,1155535#2,761594#-0,1539617#0,120393#2,618707#-0,3240671#0,3449069#2,903946#-0,1937472#0,3596591#2,740885#-0,3666407#0,5578555#3,097893#-0,2171748#0,167346#2,783628#-0,2300011#0,09123102#2,749704#-0,1925864#0,01851266#2,687018#-0,2623974#0,03841038#2,764831#0,1487726#-0,1035098#2,494308#-0,1913811#-0,4067427#2,849231#0,1007404#-0,5203198#2,437037#-0,1364897#-0,5824866#2,834639#0,002196938#-0,5760144#2,452136#-0,1561247#-0,6641797#2,842702#1  
frame59 #-0,3934394#0,6900015#2,958089#-0,2527008#0,561484#2,903923# -0,1705115#-0,09639857#2,611619#-0,2277393#0,03433923#2,707492#-0,2010026#-0,008367017#2,617691#-0,2527399#0,1109242#2,750177#-0,08310977#0,180586#2,624402#-0,3277418#0,3406792#2,892729#-0,2007822#0,3616917#2,742291#-0,3703882#0,5539916#3,086986#-0,2068844#0,1789264#2,788313#-0,2130225#0,1089734#2,760994#-0,1701424#0,02783416#2,661887#-0,2293065#0,03441447#2,819516#0,1291985#-0,08569774#2,402936#-0,1929856#-0,4060755#2,852861#0,07356592#-0,5021352#2,402993#-0,1636198#-0,6335132#2,843023#-0,006501377#-0,5742993#2,438728#-0,2423679#-0,67773#2,803093#1  
frame60 #-0,4019216#0,6916783#2,95294#-0,2664041#0,5594735#2,887925# -0,2122601#-0,01974694#2,632037#-0,2413695#0,03209068#2,691324#-0,2427924#0,06840345#2,638117#-0,2663836#0,1087111#2,734025#-0,1926032#0,332384#2,704331#-0,3414258#0,3385724#2,876637#-0,2954678#0,5542694#2,855543#-0,3840914#0,5519812#3,070988#-0,1894639#0,1927353#2,765859#-0,1909459#0,121625#2,734809#-0,1632606#0,1137072#2,70641#-0,2007583#0,08166969#2,734689#0,07266833#-0,06219091#2,418239#-0,1954703#-0,4021067#2,855037#-0,000599362#-0,4750221#2,440185#-0,17531#-0,6487371#2,854455#-0,08169128#-0,5213771#2,409792#-0,2051908#-0,7228903#2,878526#1  
frame61 #-0,406988#0,699443#2,936019#-0,2714305#0,5676289#2,870844# -0,2556563#0,008392535#2,622658#-0,2463412#0,04006807#2,674128#-0,2862233#0,09664321#2,628744#-0,2713653#0,116715#2,716842#-0,2200727#0,3572956#2,694376#-0,3464378#0,3466557#2,859494#-0,3056556#0,5796993#2,857547#-0,3891178#0,5601366#3,053907#-0,1522509#0,2827554#2,750576#-0,1482149#0,2217487#2,723136#-0,1107231#0,1796975#2,73427#-0,1577974#0,1862421#2,67839#-0,1026298#-0,295073#2,605013#-0,1974833#-0,328528#2,835036#-0,05624813#-0,6348357#2,463244#-0,1869612#-0,6352757#2,859189#-0,1508958#-0,6837835#2,453331#-0,2643575#-0,6860178#2,827699#1  
frame62 #-0,4226325#0,7456024#3,007834#-0,2872929#0,6143241#2,942087# -0,2623813#0,01145239#2,631586#-0,2789079#0,1990256#2,633478#-0,2929863#0,09981284#2,63768#-0,3061412#0,2691706#2,685156#-0,2175813#0,3601739#2,691195#-0,3878412#0,4796056#2,854724#-0,3071288#0,5879205#2,842632#-0,4049802#0,6068318#3,125149#-0,1467135#0,2992962#2,777446#-0,1419117#0,231154#2,739461#-0,104857#0,1879717#2,750178#-0,1506765#0,1932323#2,686243#-0,1057803#-0,2770287#2,597633#-0,2051329#-0,3240321#2,83351#-0,06657569#-0,6387002#2,459642#-0,1782036#-0,6295638#2,854648#-0,1531117#-0,6888402#2,432863#-0,2083835#-0,7070019#2,885568#1  
frame63 #-0,4094948#0,8163488#3,005662#-0,2824877#0,6039274#2,915062# -0,2579963#0,008427121#2,631791#-0,2721852#0,180738#2,617702#-0,2886378#0,09689307#2,637892#-0,3004203#0,2524483#2,666691#-0,2092232#0,3574839#2,681471#-0,3851256#0,4675791#2,828228#-0,3016855#0,5931443#2,814811#-0,4001751#0,5964351#3,098125#-0,1384581#0,2618594#2,760187#-0,1302584#0,1871041#2,725685#-0,104372#0,181787#2,738812#-0,1409712#0,1558978#2,700569#-0,1016504#-0,2889346#2,556942#-0,2181636#-0,358184#2,849976#-0,08126457#-0,6412679#2,455825#-0,1745118#-0,6622801#2,861471#-0,1528537#-0,689929#2,431969#-0,2213867#-0,7220619#2,894489#1  
frame64 #-0,4046104#0,8375248#2,988868#-0,2969043#0,6594673#2,903349# -0,2648998#0,004927337#2,638404#-0,2791952#0,2043331#2,625844#-0,2955765#0,09349474#2,644512#-0,3063223#0,2766235#2,674675#-0,2027432#0,3508027#2,673553#-0,3877037#0,4934946#2,835769#-0,2929706#0,596915#2,782238#-0,4145917#0,651975#3,086412#-0,1376055#0,2905385#2,753057#-0,1271859#0,2133659#2,718823#-0,09950168#0,1894695#2,726724#-0,1363436#0,1875608#2,692557#-0,1093672#-0,2898163#2,554648#-0,2188772#-0,3255315#2,84702#-0,08409309#-0,6436234#2,456388#-0,1777085#-0,6293221#2,858387#-0,1528595#-0,6945168#2,425102#-0,2089204#-0,7306147#2,895334#1  
frame65 #-0,40729#0,8655868#2,937557#-0,2990558#0,6822293#2,878607# -0,2638492#0,007919081#2,638471#-0,2765018#0,2109015#2,61429#-0,2945781#0,09663718#2,64459#-0,3032658#0,2837584#2,662614#-0,1947778#0,3392931#2,662638#-0,3835577#0,5023289#2,822214#-0,280688#0,5942944#2,744554#-0,4167431#0,674737#3,06167#-0,1393974#0,2968989#2,745523#-0,1283772#0,2169802#2,713759#-0,09921183#0,1906351#2,711012#-0,1367398#0,1881636#2,69128#-0,1405868#-0,2956165#2,551424#-0,2269576#-0,325231#2,846017#-0,09281853#-0,6413488#2,463921#-0,1819704#-0,6281133#2,854043#-0,1495474#-0,6967772#2,430069#-0,1492817#-0,6490138#2,748471#1  
frame66 #-0,4066989#0,9169152#2,901848#-0,3085653#0,7533215#2,854145# -0,2098569#0,07480404#2,5342#-0,2835863#0,2735333#2,590048#-0,207013#0,1420033#2,551888#-0,3106596#0,3473864#2,638375#-0,3312038#0,3863868#2,606046#-0,3918797#0,5689459#2,798046#-0,2631662#0,5876127#2,703125#-0,4262527#0,7458292#3,037207#-0,1947263#0,3010208#2,760635#-0,1924702#0,2083697#2,736549#-0,1535655#0,1584056#2,728415#-0,2105372#0,1605212#2,720938#-0,1512503#-0,2999338#2,550395#-0,3591446#-0,3300517#2,905085#-0,1008708#-0,640473#2,474226#-0,3106803#-0,6321777#2,908053#-0,1513976#-0,698673#2,430776#-0,2858119#-0,6582386#2,800998#1  
frame67 #-0,3898194#0,9127131#2,858696#-0,2910166#0,748808#2,811499# -0,1404497#-0,03748598#2,520585#-0,2775511#0,2017815#2,625634#-0,1922025#0,1119777#2,543158#-0,3020003#0,2810119#2,666495#-0,3210818#0,3556996#2,587733#-0,3753476#0,518703#2,803764#-0,2514495#0,5778562#2,671005#-0,408704#0,7413157#2,994561#-0,2132678#0,348022#2,760272#-0,2183369#0,2663634#2,744772#-0,1658338#0,1837683#2,70683#-0,2515146#0,2301456#2,76789#-0,1613928#-0,2989594#2,548161#-0,4147136#-0,2487223#2,972681#-0,1029023#-0,640367#2,475357#-0,3663654#-0,5501251#2,975587#-0,1529869#-0,7004291#2,431184#-0,3257471#-0,5833305#2,875214#1  
frame68 #-0,3703919#0,9071959#2,812545#-0,2764251#0,7398074#2,776496# -0,371118#0,1200726#2,674398#-0,2632399#0,1907315#2,591555#-0,3561511#0,1781037#2,64133#-0,2877124#0,2702231#2,632274#-0,3112504#0,3521971#2,556845#-0,3611299#0,5086979#2,769146#-0,2260499#0,5728447#2,637174#-0,3941124#0,732315#2,959558#-0,1878856#0,2904707#2,747131#-0,1908439#0,1985907#2,73631#-0,1500369#0,1497395#2,714798#-0,2174252#0,1459601#2,74681#-0,1706789#-0,301873#2,541385#-0,374413#-0,3402975#2,943786#-0,1025992#-0,6405122#2,477057#-0,326182#-0,6409693#2,946553#-0,1532221#-0,7012896#2,43149#-0,2760214#-0,652854#2,845293#1  
frame69 #-0,3532658#0,8906351#2,765061#-0,2624048#0,7224479#2,72681# -0,3898253#0,1446524#2,5841#-0,2489989#0,1737607#2,541188#-0,3658819#0,1986242#2,547537#-0,2734824#0,2532102#2,581989#-0,271076#0,3735463#2,511457#-0,3469331#0,4915588#2,719131#-0,1994611#0,5567026#2,599498#-0,3800921#0,7149556#2,909872#-0,1829171#0,2846178#2,737544#-0,1865732#0,1938183#2,729981#-0,1377936#0,1316414#2,69328#-0,2138635#0,1382836#2,748497#-0,1753398#-0,3028868#2,532012#-0,3726867#-0,3502314#2,942208#-0,1018625#-0,6405964#2,477893#-0,3245699#-0,6501909#2,944855#-0,1523063#-0,7031573#2,433376#-0,2971887#-0,6674293#2,835805#1  
frame70 #-0,3319438#0,8727834#2,72803#-0,2429718#0,7030924#2,694537# -0,3985587#0,1410878#2,637507#-0,2293207#0,1535538#2,508405#-0,3660474#0,1969512#2,568821#-0,2538527#0,2331293#2,549258#-0,254761#0,3424475#2,490059#-0,3274485#0,4718561#2,686573#-0,1786955#0,5417253#2,578984#-0,3606592#0,6956001#2,877599#-0,1768009#0,2560437#2,725017#-0,18268#0,1639635#2,722648#-0,1312369#0,104113#2,699887#-0,2194223#0,1157109#2,744222#-0,1795439#-0,3053823#2,52361#-0,3749287#-0,3733893#2,942192#-0,1020401#-0,6398056#2,477091#-0,03564413#-0,6112223#2,902784#-0,1525569#-0,7037841#2,43322#-0,06060104#-0,6338513#2,793796#1  
frame71 #-0,3114004#0,8541717#2,69051#-0,2208681#0,6815688#2,653658# -0,3942894#0,130329#2,578095#-0,2071444#0,1317781#2,467373#-0,361706#0,179324#2,540914#-0,2316907#0,211391#2,508241#-0,2431489#0,3305117#2,482022#-0,3053296#0,4502298#2,645608#-0,1524521#0,5286129#2,558555#-0,3385554#0,6740765#2,83672#-0,1839201#0,321747#2,705851#-0,1956504#0,2476023#2,708246#-0,1511254#0,1411597#2,637402#-0,2286547#0,1557849#2,797285#-0,1785424#-0,307727#2,516724#-0,3731006#-0,3565333#2,945528#-0,1021419#-0,6396111#2,476195#0,00741452#-0,5195113#2,916391#-0,1522676#-0,7043844#2,432283#-0,04100165#-0,5668241#2,824356#1  
frame72 #-0,2884305#0,8418528#2,665654#-0,2114868#0,6676232#2,644847# -0,4410814#0,1329771#2,568759#-0,232348#0,067606#2,84336#-0,3724058#0,1715106#2,516265#-0,2658041#0,1528541#2,85737#-0,2277268#0,3038566#2,466856#-0,3661725#0,4085984#2,914158#-0,1336431#0,5107355#2,541232#-0,3291741#0,6601309#2,827909#-0,174155#0,2920596#2,697902#-0,1857323#0,2138406#2,700391#-0,1424082#0,1331282#2,650902#-0,2249556#0,1488364#2,755496#-0,1771102#-0,3092049#2,51353#-0,368453#-0,3567331#2,928949#-0,1021846#-0,6397842#2,475855#0,008494914#-0,5277622#2,921327#-0,1528837#-0,7051377#2,431896#-0,03355412#-0,5708454#2,823882#1  
frame73 #-0,2262098#0,8289945#2,587491#-0,1919148#0,6453491#2,630576# -0,4555481#0,1313933#2,532098#-0,5256138#0,2127653#3,093656#-0,3755192#0,1608061#2,49033#-0,4852437#0,2367451#3,041504#-0,1923036#0,3013327#2,449874#-0,3867174#0,3572366#2,921035#-0,107731#0,4998839#2,532627#-0,3431222#0,5360984#2,784128#-0,1646924#0,2711623#2,692819#-0,1757152#0,1941438#2,693713#-0,1171222#0,1112281#2,651761#-0,2252065#0,1334234#2,748983#-0,1756826#-0,309819#2,511803#-0,3690003#-0,371489#2,928423#-0,101403#-0,6400762#2,475813#0,01070604#-0,5161714#2,984141#-0,1534964#-0,705669#2,431376#-0,02500476#-0,5558904#2,882659#1  
